"renda_media_hab","renda_media_efe","massa_hab","massa_efe","tx_desocup","pea_fac","gini_hab","gini_efe","Ano_trimestre"
2747.76190229299,2826.71378105476,254431768473.566,261742396851.121,0.111526120839635,0.625457149904781,0.489467012939713,0.508689739450347,"2021T4"
2789.35089668213,3047.3652183123,257157341383.802,280944336798.499,0.111543112183969,0.621083572910739,0.481108260799374,0.51599053350219,"2022T1"
2818.9561706027,2849.71347371167,268659056506.83,271590364244.113,0.0931696685127215,0.626254782615317,0.489369417948183,0.509069125473616,"2022T2"
2917.43727009352,2929.41663621536,280872286065.071,282025583166.861,0.087112125995006,0.626894422345798,0.493013138220704,0.512568045101943,"2022T3"
2973.41882479992,3090.06574398568,287029843139.572,298289994799.793,0.0795259682816861,0.621091976453579,0.492364627389179,0.510165452407819,"2022T4"
2996.74333284892,3268.18414064649,285029178308.037,310846721491.578,0.0880465126735579,0.615700835889276,0.490296252202825,0.521261049543682,"2023T1"
2991.97486110424,3011.93990592877,287546002836.783,289464758542.381,0.0804550316744234,0.616152606858701,0.48725120958261,0.505038635383244,"2023T2"
3043.89176347177,3077.87309219986,295596505597.576,298896479055.282,0.0768191671106565,0.618244372847933,0.491277496723342,0.508318190550199,"2023T3"
3068.15143089112,3172.97776148745,301664554116.375,311971212373.4,0.0742405423738677,0.622236246054992,0.493759593438881,0.509403096373717,"2023T4"
3114.20822897449,3402.12763766238,303887522203.115,331982983157.298,0.0793124706462036,0.619471796010499,0.489277884211333,0.519943716084526,"2024T1"
