"categoria","avg_wage"
"Adm_publica",2.17155062542723
"Agricultura",-2.15201449086649
"Alojamento_alimentacao",0.00268347805620052
"Comercio",2.56901464920056
"Construção",-0.239157976280469
"Educ_saude",-4.63216293594152
"Industria",6.17068051009962
"Servicos_pessoais_coletivos",2.2298259361687
"Servicos_profissionais",-1.28938141508752
"Transporte",5.7996690708278
