raca,Ano_trimestre,t10,t5,t1,b10,b5,b1
Homem Branco,2015T2,35.4520375852821,40.7150810346443,52.9487538136627,5.65500384876199,4.86422491991079,4.82941271955737
Homem Preto,2015T2,12.8870529929022,11.0412713800501,6.87425812961092,12.0665578505895,11.2503359550263,11.0404251846088
Mulher Preta,2015T3,8.06265900204943,6.52439264165235,3.57766285373375,28.0723452071937,28.8230767998876,32.622256978114
Homem Pardo,2015T3,12.3787167644583,10.9501235737356,9.93365580833395,17.6946345723742,17.2147463771056,15.4793418271586
Mulher Branca,2015T3,23.2693284477156,24.4103933041948,23.9285384803124,10.7488971135296,10.1658815769868,9.54963025660934
Homem Branco,2015T3,35.1513094762533,41.7696634736453,51.5877324587652,5.60638362035607,5.1593033258491,4.5077491680192
Homem Preto,2015T3,12.2833300301342,9.76205263037655,8.84971197891867,13.5420020616802,13.1391182865407,10.9611623110406
Mulher Parda,2015T3,8.85465627938933,6.58337437639539,2.122698419936,24.3357374248662,25.4978736336302,26.8798594590583
Mulher Preta,2015T4,8.33345509426715,7.09753841608205,4.92855381292306,27.018864725184,27.9053126947843,32.4110251010049
Homem Pardo,2015T4,12.5550112653563,10.8182467753827,8.93973080831553,18.5269751073235,17.4856371016742,15.5178581716243
Mulher Branca,2015T4,23.3968450395532,24.8026206579913,25.4586543800772,10.4156528515368,9.68215948843822,8.46244320910591
Mulher Parda,2015T4,8.34938852158651,6.37021555250371,3.72353410862845,24.7504307249388,25.848085874999,24.814137642801
Homem Branco,2015T4,34.4721599213886,41.0935394288027,50.4524438256173,5.92928663940189,5.02317773674583,4.76936621977947
Homem Preto,2015T4,12.8931401578482,9.81783916923749,6.49708306443852,13.358789951615,14.0556271033585,14.0251696556844
Mulher Preta,2016T1,8.28800765884588,6.85471611556148,4.27673158001184,26.5253137089514,27.1447647322895,28.8691336233759
Homem Pardo,2016T1,12.2488735888588,10.9843401314591,9.39442296638876,19.0006805972843,18.3458590111185,16.8337424227052
Mulher Parda,2016T1,7.65667962035023,5.53893239988994,3.57445888564348,22.9690957439223,25.1231530029515,27.3793267703015
Homem Preto,2016T1,12.5343599304982,9.88075155811639,5.38531101258338,15.1875863729586,15.0243860489948,13.8332879277218
Mulher Branca,2016T1,24.1932661733707,25.6088174380234,26.1888367792182,10.3226399195221,8.91957212218249,8.08596737270238
Homem Branco,2016T1,35.0788130280762,41.1324423569497,51.1802387761543,5.99468365736134,5.44226508246315,4.99854188319322
Mulher Preta,2016T2,8.58091334225122,6.850460332996,4.50832537413904,25.3961146282322,26.6315119973308,26.7336075565865
Homem Pardo,2016T2,12.585924495143,11.2528086016223,8.80417677317452,18.6423915951931,18.0657195483134,16.268119309429
Mulher Parda,2016T2,7.1596565555803,5.19036697530979,3.0261225060196,25.0964314001421,26.7854254860539,28.1114547541499
Homem Preto,2016T2,11.5267368903766,9.17442896082383,4.90361671666311,14.027664589733,13.1886780975679,14.3597061514481
Mulher Branca,2016T2,24.6122536381121,26.1515832050224,24.992671262717,10.6828171835276,9.66860213524816,9.13006105486947
Homem Branco,2016T2,35.5345150785368,41.3803519242257,53.7650873672867,6.15458060317208,5.66006273548595,5.39705117351701
Mulher Preta,2016T3,8.15350642774743,6.44861970043305,3.71197348877072,26.877503033105,28.0611901544932,30.3856921208236
Homem Pardo,2016T3,12.4280429286249,10.4593221208732,10.3035376692585,19.1503349723487,18.6295406312307,17.2668588977622
Mulher Branca,2016T3,24.6370993827607,26.7919203558448,25.2912419074932,10.2546241488836,9.01381995572867,8.58642591895454
Homem Branco,2016T3,35.7257870948088,41.353038369366,52.3481093590437,6.11701956621576,5.16020849189455,4.60788110151709
Homem Preto,2016T3,11.7881522418571,9.92060430170537,5.75042262196306,13.9266856549763,13.5652269763479,9.73572145022978
Mulher Parda,2016T3,7.26741192420107,5.02649515177763,2.5947149534707,23.6738326244706,25.5700137903049,29.4174205107128
Mulher Branca,2016T4,25.3519507743616,27.0454997941625,27.8078923867828,10.3135362938331,8.56356191248658,8.75450630332484
Homem Pardo,2016T4,12.0601487600116,10.2319303976224,8.98665256397174,18.6934167220765,17.9740637618943,16.9396058612302
Mulher Preta,2016T4,8.13732289760812,6.22476331038311,3.83520685083068,26.0497784967617,27.4442587606998,27.9757462828827
Homem Branco,2016T4,35.0872777802388,40.2379018813405,52.4680930846535,6.40790736148255,5.89048920997801,5.04788650996617
Mulher Parda,2016T4,7.57621228979894,5.94251137140712,1.58324860875144,24.4262559361778,25.4853423646441,25.9491033114361
Homem Preto,2016T4,11.787087497981,10.3173932450843,5.31890650500986,14.1091051896684,14.6422839902973,15.33315173116
Mulher Branca,2017T1,25.1762746480979,26.4727121836761,25.1500209270405,10.2147021429552,8.9050412058755,7.57444850239855
Homem Pardo,2017T1,11.6877163406629,10.3521244740828,9.35253237348654,18.6310367397832,17.795235723383,16.152759304157
Mulher Preta,2017T1,7.89800360835155,6.38565729245885,4.39399923749662,25.8401089533255,26.658150337378,27.526261314756
Homem Branco,2017T1,34.7990832040415,39.5745901669994,50.969453292506,6.30307110283501,5.52113095146238,4.1976294335482
Mulher Parda,2017T1,8.35849751330866,5.98051849298087,4.25810091561644,23.7087260648741,25.4480492861549,31.3249098282035
Homem Preto,2017T1,12.0804246855374,11.234397389802,5.87589325385384,15.302354996227,15.6723924957463,13.2239916169367
Homem Pardo,2017T2,11.7648739142997,10.9319284515111,9.43626162205839,18.1903617817583,18.0372976886277,17.8787977080871
Mulher Preta,2017T2,8.38446547096174,7.11326315962778,3.92959873581962,26.1527278922024,25.7779936598406,27.1607274088918
Mulher Branca,2017T2,24.1591713346441,25.0472104169683,24.6039399186979,10.338434206404,9.53173123635059,10.0825203984262
Mulher Parda,2017T2,9.08028108056551,6.81880147370213,2.38854512450176,24.2488673455377,26.1130849495212,27.5930553277341
Homem Preto,2017T2,12.3118939440389,10.3246337160471,6.44747483870294,14.7472392848567,14.7211403567061,11.6746316559347
Homem Branco,2017T2,34.2993142554901,39.7641627821436,53.1941797602194,6.32236948924092,5.81875210895375,5.61026750092602
Homem Pardo,2017T3,11.6174701620795,11.1217506349873,9.14114684525022,17.3623287473319,17.4086039826821,15.4933733972316
Mulher Preta,2017T3,8.27738215301957,6.90994822337941,4.22878417017303,26.0858830212338,26.6973210178023,30.0044618709443
Mulher Branca,2017T3,24.1471651310773,24.6634436273002,22.2525329230743,11.2300814641886,9.8257730015069,9.79288084214017
Homem Branco,2017T3,35.209362267614,40.0768160961812,53.2748794027942,6.19029655165309,5.86820566271626,4.90616030728394
Mulher Parda,2017T3,8.74341918452608,7.22924106832254,3.29006904279326,25.0535173168122,26.5640715271013,26.7004105879651
Homem Preto,2017T3,12.0052011016835,9.99880034982938,7.81258761591505,14.0778928987804,13.6360248081911,13.1027129944348
Mulher Preta,2017T4,8.56466587683193,7.20555568483419,5.41992350796448,26.3142504111486,27.6175265539965,29.0493384565085
Homem Pardo,2017T4,12.2572920769989,11.7336892983205,10.7548000593346,17.8963241927496,17.9329609102625,17.0198108429006
Homem Branco,2017T4,34.5071504595856,39.0688443892535,50.1464832250202,6.3481714808519,5.94990798740271,5.42796692083113
Mulher Branca,2017T4,23.9238972615699,24.8109030514351,22.2545520742713,11.0450548551806,10.5844400030435,8.10033152017893
Mulher Parda,2017T4,9.03867609372475,6.44498580205875,3.06285777329928,24.0709100642738,24.0840713588606,25.6334531941242
Homem Preto,2017T4,11.7083182312888,10.7360217740979,8.36138336011014,14.3252889957954,13.8310931864343,14.7690990654567
Mulher Branca,2018T1,24.0177124686355,24.4603149458293,22.1166486416045,10.9445030829991,10.5884202795547,9.04007375932453
Homem Pardo,2018T1,12.9398552493987,12.0862821141672,10.2621311786269,17.9457863854325,19.2356846772603,20.2968455489949
Mulher Preta,2018T1,8.64906589659351,7.57872750786068,4.98312657077382,26.344819641851,28.5813017721838,31.9648185540982
Homem Branco,2018T1,34.5071594400256,39.1699899053985,54.2947762865408,6.4030619369681,6.10766185301635,6.1171472090819
Homem Preto,2018T1,11.7386015589028,10.2906102464175,5.99342863325497,14.4688381169353,13.1345755265124,10.8762592013584
Mulher Parda,2018T1,8.1476053864438,6.4140752803269,2.34988868919907,23.892990835814,22.3523558914725,21.704855727142
Mulher Branca,2018T2,24.3402906539584,24.8676384481032,21.6812648590682,10.7450414893934,9.0491946055721,8.81093448802008
Homem Branco,2018T2,34.4262321995348,39.7887451259862,54.762077508584,6.20743877097789,5.91884390553002,6.28501906183124
Mulher Preta,2018T2,8.36159018728105,7.14775248793,5.27718306816979,25.9023431788651,25.8239372950429,29.7284429014091
Homem Pardo,2018T2,13.0142761701797,11.6827670244917,9.85747964463092,17.4817843453155,17.9798845582876,18.8898235444773
Mulher Parda,2018T2,7.57757091196196,6.23500018209099,2.85824520230745,26.0167999159377,26.3781038677709,23.356641989447
Homem Preto,2018T2,12.2800398770841,10.2780967313978,5.56374971723966,13.6465922995105,14.8500357677965,12.9291380148152
Mulher Preta,2018T3,8.39276783523711,7.25696095064532,5.20909177716243,25.9952769977276,26.0989223531751,28.1502523440211
Homem Pardo,2018T3,12.6704204552216,11.6517784986336,8.51385156077697,18.1222429153298,17.9813384398428,18.9019415958343
Mulher Branca,2018T3,24.0356808280867,24.5253084747683,22.6330416612097,10.7110122294886,9.07492936080579,8.17092033697644
Mulher Parda,2018T3,8.49180242694769,6.34431323539051,2.60373379396082,24.3510065268034,26.1613509227234,25.9197853800058
Homem Branco,2018T3,34.2470882767871,39.880255158625,54.8131768281963,6.31272045479689,5.82701096502317,4.54525294362306
Homem Preto,2018T3,12.1622401777198,10.3413836819372,6.22710437869381,14.5077408758538,14.8564479584298,14.3118473995393
Mulher Preta,2018T4,8.83829238179154,7.45151422361555,5.46319649854421,26.2189738493298,26.8980922013847,27.3247655839642
Homem Pardo,2018T4,12.7434693656293,11.8882788348485,9.4598351700372,17.9447979210185,18.4365085867946,16.4427960387285
Mulher Branca,2018T4,23.1962888113601,24.3369094187538,21.9858350961111,10.9346024861112,9.76453022593375,8.19914602194236
Mulher Parda,2018T4,8.63803363278275,6.21172471801259,2.76333875052134,24.2782803541496,24.6921337164324,29.7143626450569
Homem Branco,2018T4,34.1336911351097,39.1864978027151,54.4299075482594,6.40936153891424,5.55433839229432,5.13836537010209
Homem Preto,2018T4,12.4502246733266,10.9250750020545,5.89788693652666,14.2139838504766,14.6543968771603,13.1805643402059
Mulher Preta,2019T1,8.50576685770381,7.11568697603657,4.45079715437325,26.6351898586901,27.4882343239185,30.1874828242661
Homem Pardo,2019T1,12.5027223429278,11.685820015423,10.2508012685284,18.9487112197154,19.5123016195728,18.2167050015518
Mulher Branca,2019T1,24.1214730457731,25.1449781995683,25.3767923227977,11.0800588093381,9.19743888213348,8.14021123333223
Homem Branco,2019T1,33.8629719733048,39.0283212894292,51.4658557441997,6.5297335234492,5.5924175912631,5.1800779270932
Homem Preto,2019T1,12.6524354039255,10.7984450106111,6.27400556589004,13.7267318263745,13.9853180796472,15.2036863226297
Mulher Parda,2019T1,8.35463037636502,6.22674850893176,2.18174794421096,23.0795747624327,24.2242895034649,23.071836691127
Mulher Preta,2019T2,7.97059536732377,6.75395257336618,3.49867534911526,26.7144362531424,27.7872229781212,29.6569564126359
Homem Pardo,2019T2,12.9826334429617,12.2807817983945,10.5774394337912,18.3258378763777,18.3870956749983,18.7298192145093
Mulher Parda,2019T2,8.66692606299663,7.56867051332603,2.02499494682185,24.7721449438446,24.7064050729934,21.4090701747571
Homem Branco,2019T2,33.7843869439379,38.6910298667338,50.9566985824718,6.28414655461146,5.49075428956402,5.69526875579008
Homem Preto,2019T2,12.6365843349629,9.85710793254542,5.5746208024794,12.8682985717998,14.4351596785986,15.9132050402162
Mulher Branca,2019T2,23.958873847817,24.848457315634,27.3675708853206,11.0351358002241,9.19336230572448,8.59568040209152
Mulher Preta,2019T3,8.29413162747289,7.01284940566096,4.27055668064556,26.4181278725702,28.0076095637616,28.6881831628692
Homem Pardo,2019T3,12.9835830298458,12.3035154034961,8.98002447389342,17.5430941333795,17.9414956215766,16.5166793937788
Homem Branco,2019T3,34.6818988547392,39.6899532423472,52.0552249403829,6.48580455595488,5.89963661562321,5.23483932934017
Mulher Branca,2019T3,23.9195169436154,24.763682348324,26.1214481471766,10.9585468522298,10.2103904196117,7.45252980317624
Homem Preto,2019T3,11.8266862569065,9.49318584300689,4.14596111168621,13.5047609648925,13.4416727942505,13.8692818770346
Mulher Parda,2019T3,8.29418328742014,6.73681375716486,4.42678464621533,25.0896656209731,24.4991949851764,28.238486433801
Mulher Preta,2019T4,8.37902330567975,7.17170609607202,3.84916283512228,26.2005292169057,26.9405470907563,29.4533082550724
Homem Pardo,2019T4,13.3241181295148,12.3379576185147,10.4946141699953,17.8480774144521,17.6443115503286,18.3808752274923
Homem Branco,2019T4,34.5014993957203,39.2051281744676,50.1154356695402,6.68075026892443,6.29784706282599,6.4361892380117
Mulher Branca,2019T4,24.2502285045659,25.3118913781768,26.1011126263412,11.3359803544806,10.5603976258808,10.1631450813116
Mulher Parda,2019T4,7.61507677776402,6.07449261843611,3.40538978426317,24.6005950540886,25.133762070317,24.2483098972192
Homem Preto,2019T4,11.9300538867552,9.89882411433284,6.03428491473791,13.3340676911485,13.4231345998913,11.3181723008928
Mulher Preta,2020T1,8.04631822893739,6.99463279180284,3.54671297608431,26.5327697316425,27.8871696762904,28.7407328488046
Homem Branco,2020T1,34.9870801221896,39.83170394397,51.5256713725781,6.07670508334127,5.37595731701222,5.13775944878063
Homem Pardo,2020T1,13.108939395872,11.9023259372551,10.0398788145034,18.3830993920402,17.8127885239365,18.9806331002478
Mulher Branca,2020T1,24.0855473540432,24.0471170868126,24.8685255864886,10.7309045565183,10.0767503781847,8.47418850364809
Homem Preto,2020T1,11.9757344583383,10.6568862428084,7.36559244627047,13.5209545344849,14.3347738337705,13.2832814100718
Mulher Parda,2020T1,7.79638044061946,6.56733399735097,2.653618804075,24.7555667019728,24.5125602708058,25.3834046884471
Mulher Preta,2020T2,8.33467783952854,7.174839523626,3.54586986559449,26.554417356389,29.5061834238651,36.4990757958329
Homem Pardo,2020T2,12.9378296964658,12.1258511760585,9.08850360301158,18.4936302813478,19.2948681657845,17.5821651617625
Mulher Branca,2020T2,24.7817146300863,24.9663569667662,24.4617415314363,11.3906632395884,10.7576915497166,10.0047679261457
Homem Branco,2020T2,34.471378789708,39.7898925262445,50.5329745304195,6.51749860112713,5.7992065162973,4.56821844589043
Homem Preto,2020T2,11.2604514384169,10.1399087775741,7.69308805118962,13.6729299142218,13.4316627828893,13.7295428145365
Mulher Parda,2020T2,8.21394760579447,5.80315102973075,4.67782241834859,23.3708606073259,21.2103875614472,17.616229855832
Mulher Preta,2020T3,8.59866602561066,7.23299164918121,4.70687177291571,27.7196464636988,29.3613525239384,31.5501554104288
Homem Pardo,2020T3,12.6090662648707,12.2475478323339,8.22140698044868,17.9365261455044,17.454952693351,17.8049904198101
Mulher Branca,2020T3,25.95752635621,25.6560207716481,26.1587201353399,10.956409162955,9.92800267487346,10.4790624614321
Homem Branco,2020T3,34.0685309433702,38.7416662589109,52.170053186179,6.52809920236837,6.08770456439792,5.427144847866
Homem Preto,2020T3,10.4617244611387,9.35086823926385,5.32432953470423,13.4603811043579,13.2761743286968,13.5044282967684
Mulher Parda,2020T3,8.30448594879976,6.77090524866208,3.41861839041256,23.3989379211155,23.8918132147424,21.2342185636946
Mulher Preta,2020T4,8.59632812235408,6.73850892359241,3.920256501831,26.5765561569275,29.5588797940113,31.9882460633625
Homem Pardo,2020T4,12.5903267930756,11.5825155878766,7.79727402994951,16.7122944658022,17.0534960965121,15.1204878236381
Mulher Branca,2020T4,25.0645941590228,25.8629164250846,21.6340318647964,10.8295971359927,9.90373261361064,9.27416822293536
Homem Branco,2020T4,34.0239191325443,38.7826932841685,53.173504144412,6.24671421364049,6.48954122004193,4.92834035783017
Homem Preto,2020T4,11.2707909488357,10.3014632439477,8.80290762044207,13.788544371331,12.3824869596314,13.826933027685
Mulher Parda,2020T4,8.4540408441675,6.73190253533021,4.67202583856899,25.8462936563062,24.6118633161926,24.8618245045488
Mulher Preta,2021T1,9.14951054662598,7.2218214435012,3.06137605776221,25.6182137657102,28.277044898127,30.1269919096917
Homem Pardo,2021T1,12.87010730501,13.366962562094,9.89253356310918,15.8426142291123,16.1904887208122,16.5064662692269
Mulher Branca,2021T1,24.8482343864661,25.5084288713392,24.5414378139405,10.4882780564842,10.2715931756448,11.5835667739182
Homem Branco,2021T1,33.7301800108373,38.2767034604965,51.3773905841981,6.34822849591477,6.26927564865637,6.0162712255581
Homem Preto,2021T1,10.8989720960155,9.79104204101215,7.40116305887559,16.6984098105443,17.5296907019268,14.4593529197603
Mulher Parda,2021T1,8.50299565504506,5.83504162155695,3.72609892211441,25.0042556422343,21.4619068548328,21.3073509018448
Mulher Preta,2021T2,9.51104547034748,7.53461828135837,4.48525937939821,26.9885196121362,29.5762206190598,28.9474568311412
Homem Pardo,2021T2,13.1067886320977,12.8834113856815,9.56302212959426,16.7554762455089,17.4556968324528,17.7438010496228
Mulher Branca,2021T2,25.1667424649581,27.1449113503078,23.4810376602441,11.1636955686353,10.5324164479358,11.3925125913584
Homem Branco,2021T2,33.4810409880535,38.8882497810165,54.451920179597,5.89557900111754,5.80638529032697,5.70192287319218
Homem Preto,2021T2,10.0345601024438,8.20577962725447,5.72377627834329,14.3898564867256,13.5500207557384,13.4351497031644
Mulher Parda,2021T2,8.69982234209955,5.34302957438142,2.29498437282318,24.8068730858765,23.0792600544864,22.779156951521
Mulher Preta,2021T3,9.28111015329049,7.47589816189654,5.109323782969,27.170636057851,28.1449980951003,29.3428740434968
Homem Pardo,2021T3,12.7508382512657,12.2420682824583,10.1446378876137,16.626178954625,16.7754847997013,15.5772824299127
