raca,Ano_trimestre,t10,t5,t1,b10,b5,b1
Mulher Parda,2021T3,9.41181343341475,7.01076985917491,1.8050526377312,23.7917851288965,22.9597123976301,23.3486275291242
Homem Preto,2021T3,10.9163727902591,10.0294413567006,8.67793292304215,14.5881232388102,14.567088142764,13.4225074116832
Mulher Branca,2021T3,24.8149173694634,26.2097491522099,24.1056852671237,11.3771963056511,11.2578257371367,11.5171985511839
Homem Branco,2021T3,32.8249480023065,37.0320731875597,50.1573675015203,6.44608031416624,6.29489082766759,6.79151003459923
Mulher Preta,2021T4,9.24906452045184,7.64952086939055,5.22503509404295,26.2761983472115,27.3968650981096,29.3675564886294
Homem Pardo,2021T4,12.6763917014665,12.2533443011284,11.205356167795,16.2767208940519,16.4286170959361,14.0895330100147
Mulher Parda,2021T4,8.4619586724911,6.34752374737235,2.07441624767067,25.4046503139069,23.7900139407186,26.9761211622628
Homem Preto,2021T4,12.4114523791459,11.6526978973858,9.51334576389997,13.9875611171306,14.7473190478851,11.3962979389524
Mulher Branca,2021T4,24.2252190371465,25.0698197745369,24.9397052895781,11.7159860669968,11.8079689355652,12.3109702869431
Homem Branco,2021T4,32.9759136892981,37.027093410186,47.0421414370133,6.3388832607023,5.82921588178552,5.85952111319754
Mulher Parda,2022T1,9.28563665527341,7.19918046242621,2.27609127367725,24.6792753963541,25.2284491746692,23.3397238946671
Homem Preto,2022T1,12.1636820495057,10.851453934884,9.12082636740207,13.463925012434,12.7567573687014,13.8926571962706
Mulher Branca,2022T1,23.6943961271891,24.718883200704,24.485731581003,11.7598660908712,11.4020673986433,11.6674088030657
Mulher Preta,2022T1,8.96072041320968,7.43303497641073,5.59416891598155,27.1353052242717,28.5543566103815,28.5082105534404
Homem Pardo,2022T1,12.8493852970058,12.5283533832457,10.8511048394925,16.3279641994138,15.9336478537216,16.8637025135495
Homem Branco,2022T1,33.0461794578163,37.2690940423294,47.6720770224437,6.63366407665536,6.124721593883,5.72829703900671
Mulher Parda,2022T2,8.36231584140515,6.24851278946536,2.62516109802063,21.8050796854242,22.6386637009033,26.6429751935977
Homem Preto,2022T2,12.5017357939546,10.6629517198643,9.05233758688127,13.4388460099924,12.7735997858867,11.596054860094
Mulher Branca,2022T2,23.8770948771307,24.3881597839305,24.4096983082937,12.3685448486321,11.4674175164005,12.0201794691559
Mulher Preta,2022T2,8.64890957451127,7.53512489106384,5.22578265303597,27.9686408585462,29.3510607072398,28.1077538441977
Homem Pardo,2022T2,12.9329960538584,12.14582141726,10.2924413269923,17.5401711183579,17.3535025767309,15.5926984442148
Homem Branco,2022T2,33.6769478591399,39.0194293984161,48.3945790267762,6.87871747904716,6.41575571283889,6.04033818873991
Mulher Preta,2022T3,9.33020888642519,7.36885571145045,5.58462845818257,26.3957243014068,26.8041487207506,27.2948733057098
Homem Pardo,2022T3,13.2006946754215,12.2983682874161,10.843776948193,17.0337501685474,16.8639759442516,14.3745738209333
Mulher Parda,2022T3,8.96708470089008,7.26905338497149,4.84621845136807,24.9203082987551,26.8291157884488,28.0304756987835
Homem Preto,2022T3,12.2702973064512,10.7119941745333,8.16503678633704,13.0425261105601,12.7560323324125,14.7455385985867
Mulher Branca,2022T3,23.579391027102,23.996132015547,22.9931342176595,11.5213507036131,10.1516539276403,9.84876192688726
Homem Branco,2022T3,32.6523234037101,38.3555964260817,47.5672051382599,7.08634041711758,6.59507328649628,5.70577664909943
Homem Pardo,2022T4,13.7837232462736,12.8001683205053,13.127341407954,17.4018237135642,16.5842170475073,14.8931531566298
Mulher Preta,2022T4,9.19330582615768,7.37458507385276,4.68409742669815,26.1322709435197,26.8055572040774,28.8012164762717
Homem Branco,2022T4,33.3692863759217,37.8270988438306,48.7765812425495,6.44928491536693,5.88915378269386,6.00856208709156
Mulher Branca,2022T4,23.5525299463384,24.1524752633694,21.0617179606846,11.503841042759,10.5157060060246,10.2445199374848
Mulher Parda,2022T4,8.45257335922873,6.91450071915709,3.29904930444366,24.3459744623475,26.3126982877158,26.0453348901237
Homem Preto,2022T4,11.6485812460799,10.9311717792848,9.05121265767018,14.1668049224428,13.8926676719812,14.0072134523985
Homem Pardo,2023T1,13.3706329885431,12.7024327814101,11.6253276478207,17.3853250158694,16.8791850102502,14.9804539180274
Mulher Preta,2023T1,9.15606470938743,7.27458338513119,5.17701257260138,26.2331938377125,27.2742524723176,29.4064672390715
Homem Branco,2023T1,32.1186642625857,36.9791375593539,46.2398896045369,7.17445994355647,6.3495699186394,6.50329352729349
Mulher Branca,2023T1,23.2256444237455,24.3702020080255,24.3966167304302,11.7535006847964,10.9742330274916,10.9365670084055
Mulher Parda,2023T1,9.00188464422469,7.28088731917983,3.32359056607489,23.3638940780139,24.7634904448864,24.5580133346215
Homem Preto,2023T1,13.1271089715135,11.3927569468996,9.23756287853601,14.0896264400513,13.7592691264149,13.6152049725805
Homem Pardo,2023T2,13.6747396818902,12.6618262210894,11.6681430545891,17.5568173344325,17.0300008204396,13.4554915069885
Mulher Preta,2023T2,9.26799741808674,7.66148615604506,4.20153399662584,25.9824592243967,26.9454692457103,26.901668085112
Homem Branco,2023T2,32.4877447155179,37.4473665519929,48.8243544595485,6.6626026296358,6.01959699903433,5.20104767154376
Mulher Branca,2023T2,23.6439590568859,24.2543882379495,23.7341498146303,11.5431016191273,10.9458936865474,11.0098909463545
Homem Preto,2023T2,12.0670433538863,11.1011360555248,7.95847017459462,13.8401077626224,13.7045456898642,13.5584193011049
Mulher Parda,2023T2,8.85851577373303,6.87379677739833,3.6133485000117,24.4149114297853,25.3544935584043,29.8734824888963
Homem Pardo,2023T3,12.7797917846168,12.3945871923962,12.8954386414912,17.7717369932033,18.1023640133431,15.6455376243976
Mulher Preta,2023T3,8.83071031594873,7.81955606815191,4.60307245282366,26.1359253813023,27.0480504701997,29.7418812274265
Homem Branco,2023T3,33.0930302238006,38.8269783982601,47.1668544110395,7.0896994714056,6.33540612690969,6.58074702401807
Mulher Branca,2023T3,24.2721480045157,24.8508866008253,22.4439013366796,11.4602672736391,10.6537686894877,10.0151514209638
Homem Preto,2023T3,12.0939611586469,10.0482949393672,8.99619182907105,13.3064917518799,12.6247497693345,13.1513621418181
Mulher Parda,2023T3,8.93035851247115,6.05969680099931,3.89454132889509,24.2358791285697,25.2356609307254,24.8653205613759
Homem Pardo,2023T4,13.665254168033,12.9671415528767,11.9770255206214,16.8202427857111,17.0404190520873,14.6122538578827
Mulher Preta,2023T4,8.94709535450084,7.43404615420113,4.37797514168502,25.8783611750769,26.804454315443,27.8698857275209
Homem Branco,2023T4,32.5458267101347,38.714936960457,47.5162599832472,6.80370844542145,6.81029170190666,6.7185024700938
Mulher Branca,2023T4,24.4882868768928,24.9526243371411,25.5675088708127,11.6764571773765,10.377440348024,10.5132897848326
Homem Preto,2023T4,11.9117914731765,10.2763937958427,6.63628172919647,14.346665257845,14.1997427591595,14.4432584858676
Mulher Parda,2023T4,8.44174541726217,5.65485719948135,3.92494875443721,24.4745651585691,24.7676518233795,25.8428096738024
Mulher Preta,2024T1,8.96222379709028,7.17829042099629,4.3926897738956,26.0493175216137,27.2252921548624,29.1667304230648
Homem Pardo,2024T1,13.2230651574375,12.2051131767321,9.65406507179404,17.3622693917809,17.1652925573846,14.0262343250397
Homem Branco,2024T1,32.9628657328649,38.6511527902834,47.7859943918552,6.72680596576139,5.8917255023891,5.67061663854114
Mulher Branca,2024T1,24.4315114111299,25.844394386801,24.3801324012574,11.7083682182668,10.5642395679956,10.0026388246598
Mulher Parda,2024T1,8.48819233580666,6.53577148506303,4.9407854590653,24.4296701157195,25.6764711300078,27.1315116725664
Homem Preto,2024T1,11.9321415656708,9.58527774012413,8.84633290213249,13.7235687868577,13.4769790873605,14.0022681161281
