gender_race,Ano_trimestre,t10,t5,t1,b10,b5,b1
mulher_negra,2014T3,9.57028771878345,7.13740676705052,4.0235558430865,45.0884127473274,49.2902355269918,55.5158034129114
homem_branco,2014T3,44.778553275661,49.8109255565098,59.8331293649019,9.5901433333825,8.18389684476374,6.90208013696937
mulher_branca,2014T4,29.3096978636824,29.7142801502375,25.9847454829094,18.8574144970032,16.2450381850963,16.3662720818973
homem_branco,2014T4,45.3343968000786,50.5452102291991,58.0227463842013,8.66481204092463,7.64339372834414,7.03318747785337
homem_negro,2014T4,15.5735567710286,12.7330098828273,11.2812559624764,26.0760098399667,25.4566297211688,22.6112608769945
mulher_negra,2014T4,9.78234856521038,7.00749973773606,4.71125217041284,46.4017636221054,50.6549383653908,53.9892795632549
mulher_branca,2015T1,29.59514775997,29.4102071589058,27.5391571340763,17.8882089738516,16.3052204838959,13.4323031760315
homem_branco,2015T1,45.3518727635734,49.9112066560838,57.6464215019651,8.36711607788168,7.74592767546224,6.06003551386224
mulher_negra,2015T1,9.83790898422178,7.71943392265015,5.1892383981926,47.2495711665372,50.63591540977,57.3108539699025
homem_negro,2015T1,15.2150704922348,12.9591522623602,9.62518296576598,26.4951037817296,25.3129364308719,23.1968073402038
mulher_negra,2015T2,9.91990937814269,8.24298391158771,4.64054743447345,46.1261395701323,48.748538695164,54.7293304973845
homem_negro,2015T2,15.3782494977282,13.4087273441789,10.2303506467026,27.5263001798212,26.9183114580479,22.6075061925797
mulher_branca,2015T2,29.0835216525853,28.7364390902008,25.4957313342553,18.229741368248,16.8697881300103,15.9246041457206
homem_branco,2015T2,45.6183194715438,49.6118496540327,59.6333705845686,8.11781888179848,7.46336171677781,6.73855916431523
mulher_negra,2015T3,10.0032767918199,7.43536605927892,3.19063985282652,46.1443770922185,49.2826361825805,54.7982056598281
homem_negro,2015T3,15.2895062192248,12.954201356481,11.1913550617406,27.3301561982761,26.3996509747518,22.5920503670533
mulher_branca,2015T3,29.5313221858675,29.3925157075085,27.6548098175744,18.3062221319289,16.5192022336824,16.2923153912181
homem_branco,2015T3,45.1758948030878,50.2179168767316,57.9631952678584,8.21924457757658,7.79851060898537,6.31742858190056
mulher_negra,2015T4,10.3118722604491,8.09021148380774,5.01249141914715,45.5607226656175,49.6477257547584,58.0687346852887
homem_negro,2015T4,15.8949515474206,12.6677108337739,9.33402473508311,28.3793862101967,27.2245789185345,21.7999887413317
mulher_branca,2015T4,29.576710041006,29.6455848486735,29.2566056491626,17.5163611961214,15.8369649176313,14.5947371437762
homem_branco,2015T4,44.2164661511243,49.5964928337449,56.3968781966072,8.54352992806443,7.2907304090759,5.53653942960341
homem_negro,2016T1,15.2385385392217,12.5982838514088,10.0222611787106,29.6235464836078,29.5593699807775,26.6670828400734
mulher_negra,2016T1,9.45870613711637,7.52984597343522,4.51170647829207,44.4367502788222,47.3517445237606,50.1328005943034
mulher_branca,2016T1,30.7418161228974,30.7366262155405,29.5755543641467,17.110115037602,14.9949585970419,15.1570656923053
homem_branco,2016T1,44.5609392007645,49.1352439596155,55.8904779788506,8.82958819996807,8.09392689841993,8.04305087331786
homem_negro,2016T2,15.3348961352275,13.2696307545089,9.15640370195689,29.4288646716066,28.6713468349586,26.0129178313303
mulher_negra,2016T2,9.78744481286863,8.08112960712552,4.5710283049985,43.5891428825101,46.7985422981198,48.6543945977978
mulher_branca,2016T2,30.4036274775894,29.4547051521551,27.6177921412459,17.808713531318,15.9708555263522,16.3413165586902
homem_branco,2016T2,44.4740315743145,49.1945344862105,58.6547758517988,9.17327891456531,8.55925534056931,8.99137101218163
mulher_negra,2016T3,9.38908463318374,7.70214152444182,3.56197440805423,44.5442276058304,47.6935645182825,52.8570347087397
homem_negro,2016T3,15.0883905116447,12.954080525615,10.6327734269996,29.9408935445332,28.8871552200537,26.7002621025171
homem_branco,2016T3,45.0140079890365,49.0567649403792,58.5366325666419,9.11756932682132,8.34038354227039,7.94569901768365
mulher_branca,2016T3,30.5085168661351,30.287013009564,27.2686195983042,16.3973095228152,15.0788967193935,12.4970041710595
mulher_branca,2016T4,31.4762628228695,31.3717006103176,30.189766074636,16.4382644163457,15.687165676078,12.8988805584998
mulher_negra,2016T4,9.64749926208543,7.34213318311667,3.77296979740968,44.6853433253858,47.2379017896232,50.7885848218553
homem_negro,2016T4,14.598554587307,12.8246125975,9.06730891194534,29.2511648920912,27.9222014886239,28.4977213260392
homem_branco,2016T4,44.2776833277381,48.4615536090658,56.969955216009,9.62522736617732,9.15273104567482,7.81481329360564
mulher_branca,2017T1,31.3094536909329,31.2658308444749,28.7645611010547,16.8721034540328,15.8054049375361,13.2306615794721
mulher_negra,2017T1,9.72379304709909,7.69273397874582,4.72980195132701,43.5637216927745,47.767053460622,53.0160293654189
homem_negro,2017T1,14.7978100054144,13.1625307670272,9.89317871529851,29.3942023671533,27.5915360359245,27.2812681535444
homem_branco,2017T1,44.1689432565536,47.8789044097521,56.6124582323198,10.1699724860394,8.83600556591752,6.4720409015646
homem_negro,2017T2,15.1022562292775,13.0659802479567,9.80941165913417,29.0198427920433,27.6816149756369,27.6543227923445
mulher_negra,2017T2,10.431644461263,7.86002869081692,3.83868207488498,43.948610103728,45.228480545227,47.6999451045034
mulher_branca,2017T2,30.3592217124859,30.2858729046617,27.1426311417437,17.1136958816564,17.3814195802451,16.3392865948347
homem_branco,2017T2,44.1068775969736,48.7881181565647,59.2092751242371,9.91785122257228,9.70848489889104,8.3064455083174
homem_negro,2017T3,14.7693931377446,12.8730413744465,10.2450163928808,27.6118421841106,26.1245881855951,24.6621422362243
mulher_negra,2017T3,10.1066357324104,7.71922094466673,4.24774873991461,44.5245430308006,46.5909925906831,51.7060572736615
mulher_branca,2017T3,30.6137342635748,30.1512148109853,25.172453688282,18.1985017725332,17.9007973916458,15.9327158221227
homem_branco,2017T3,44.5102368662701,49.2565228699015,60.3347811789225,9.66511301255557,9.38362183207611,7.69908466799152
mulher_negra,2017T4,10.4585865001136,8.30198633212503,5.65454760219404,44.266950958996,46.5790799110741,49.0538730267646
homem_branco,2017T4,43.8713958708864,47.5172041707318,56.3931293608108,9.56181155199546,8.8444021931498,8.5747974580175
homem_negro,2017T4,15.353184096361,14.0727732773934,12.0789827642824,28.2951011914207,26.7678335296602,27.3495797289155
mulher_branca,2017T4,30.316833532639,30.1080362197498,25.8733402727128,17.8761362975879,17.8086843661159,15.0217497863025
mulher_branca,2018T1,30.1156969019575,29.5101876048839,24.4333338294127,17.7426614109654,16.6620313263568,15.348118264423
mulher_negra,2018T1,10.5082932619838,8.92937363014251,5.08509347469747,43.8579727132775,46.8764253621793,47.8953760968886
homem_negro,2018T1,15.9307951670502,14.1508075122582,10.2559022794252,28.7172798493947,27.8373402884224,29.0048159382426
homem_branco,2018T1,43.4452146690085,47.4096312527154,60.2256704164646,9.68208602636239,8.6242030230414,7.75168970044575
mulher_branca,2018T2,30.4893055770578,29.9291306299857,24.1721335970626,17.5048272420817,16.783091940448,13.4765349331042
homem_branco,2018T2,43.4665864492692,47.9933961769635,60.0214372455101,9.5196948065637,9.45047881496853,9.21880756845891
mulher_negra,2018T2,9.9564925571996,8.17673481619978,5.4174703277931,45.0158814468999,45.9843286335511,48.1602263923826
homem_negro,2018T2,16.0876154164734,13.9007383768511,10.3889588296342,27.9595965044546,27.7821006110324,29.1444311060542
mulher_negra,2018T3,10.7979285097246,8.60244697148309,4.91328090349189,44.3129919527125,46.4795720705419,48.3996079993238
homem_negro,2018T3,15.8048956593255,13.8302801448817,9.17706285202395,27.7200236444017,28.1499663017735,28.500932308627
homem_branco,2018T3,43.5686138770702,47.8262817273336,60.1072270989003,9.38333674143114,9.04131939710642,7.22657316025414
mulher_branca,2018T3,29.8285619538796,29.7409911563016,25.8024291455839,18.5836476614547,16.3291422305782,15.872886531795
mulher_negra,2018T4,10.7970213528551,8.81578733780919,5.50544539822455,44.8765053130295,46.8820213797862,51.6416127947208
homem_negro,2018T4,16.1586983692043,14.3502979804326,9.52389517655799,27.9538509825255,27.8614695325688,27.0364398495024
homem_branco,2018T4,43.3760628380493,47.4200719266325,60.4731324215167,9.36725152493172,8.55885762083202,7.68459770001479
mulher_branca,2018T4,29.6682174398914,29.4138427551256,24.4975270037008,17.8023921795132,16.6976514668129,13.637349655762
mulher_negra,2019T1,10.6944364668415,8.16972987275286,4.1345540389479,43.9601066182388,46.1852546398174,49.6920959259863
homem_negro,2019T1,15.973197347893,13.74874716903,10.437413248828,28.8615882528856,29.1551932618406,29.6813253486485
mulher_branca,2019T1,30.3116275758231,30.4114322097829,28.9163122646275,17.6948581783084,15.7067115162909,12.1622008788275
homem_branco,2019T1,43.0207386094424,47.6700907484342,56.5117204475966,9.48344695056714,8.95284058205122,8.46437784653773
mulher_negra,2019T2,10.2658093345026,8.00990749426946,3.54323444131237,44.7547449171725,47.0169914575139,48.4766172789627
homem_negro,2019T2,16.4249701865105,14.18047431748,10.6039644386598,28.2557817121215,27.9791382493938,30.4165706587076
homem_branco,2019T2,42.8007197760635,47.5973702970626,55.1895767269192,9.44642614144785,8.58091442841998,8.6743732834765
mulher_branca,2019T2,30.5085007029234,30.212247891188,30.6632243931087,17.5430472292582,16.4229558646724,12.4324387788532
mulher_negra,2019T3,10.3455772066319,7.8720439200751,4.94523162861171,44.7383128553233,46.5727967467884,51.358436543451
homem_negro,2019T3,15.8166699909528,14.1232763337587,9.62475896967586,26.997766859699,27.2615886111441,27.6198803340739
homem_branco,2019T3,43.6471143618692,48.5857857784773,57.2985481077813,9.9156550695408,9.43063481771493,8.48486904593479
mulher_branca,2019T3,30.1906384405461,29.4188939676888,28.1314612939311,18.3482652154369,16.7349798243525,12.5368140765403
mulher_negra,2019T4,10.0711921805791,8.09596555542886,4.6418909095226,43.8461171754497,45.7187224185686,47.8220513015807
homem_negro,2019T4,16.1044381162288,14.3927872661202,11.1683348759193,27.4264806148514,27.6199671449133,27.2643026087514
mulher_branca,2019T4,30.5536344207167,30.2346868027851,28.6513986813089,18.6938191243973,17.2185969767883,14.6996944623039
homem_branco,2019T4,43.2707352824755,47.2765603756659,55.5383755332492,10.0335830853016,9.44271345972986,10.213951627364
mulher_negra,2020T1,9.53431034865652,8.38987307417285,4.47857171372843,43.9963313792851,47.2984105192496,50.0598454231475
homem_branco,2020T1,44.6565743192536,48.5091909540392,57.4493360086426,9.09723211075717,8.05821427294385,7.47326032654694
homem_negro,2020T1,16.0784977084674,14.1884300535162,11.6625158952473,28.3630000464417,28.32503433984,29.9850729325636
mulher_branca,2020T1,29.7306176236225,28.9125059182718,26.4095763823817,18.543436463516,16.3183408679666,12.481821317742
mulher_negra,2020T2,10.4050100954712,8.07225240453005,4.16987088560618,43.3665113600897,46.3629156341989,51.7046609381654
homem_negro,2020T2,16.2602063682997,14.2988102327634,10.2664481399717,27.8083134524043,27.6931976409344,24.9929007412305
mulher_branca,2020T2,29.8494216917328,29.9454510999776,28.1535846037773,18.4479877140433,17.0474323800461,15.6608292667794
homem_branco,2020T2,43.4853618444963,47.683486262729,57.4100963706449,10.3771874734627,8.89645434482063,7.64160905382473
mulher_negra,2020T3,10.7432569389073,8.38283273191644,5.19871401929423,45.0104744673818,47.5342424938548,48.956726097336
homem_negro,2020T3,15.5012929579179,14.0948650857044,8.41135497713928,27.4925916579683,27.7167755811391,25.1753027239952
mulher_branca,2020T3,31.7836968724997,30.9850057485235,29.0781249165499,17.5071342642927,16.0606364846505,17.3260372505347
homem_branco,2020T3,41.9717532306752,46.5372964338556,57.3118060870166,9.98979961035723,8.68834544035565,8.54193392813405
mulher_negra,2020T4,10.2626168902382,7.83738580885154,4.79992850869447,45.6643305006396,48.9448665870367,52.6971102054048
homem_negro,2020T4,15.48934684332,13.7306484017704,9.61164364409995,26.5834698983468,25.134799471436,21.61458968399
mulher_branca,2020T4,31.6640001017568,31.4513364424197,23.7920047562009,17.9717793969755,16.227314789356,16.5567210561426
homem_branco,2020T4,42.5840361646849,46.9806293469584,61.7964230910047,9.78042020403811,9.69301915217131,9.13157905446259
mulher_negra,2021T1,11.0004720856489,8.00049627463219,3.72326971409842,44.7866587555858,46.9931566246804,46.8510297007595
homem_negro,2021T1,15.8419649096371,15.2889460031082,11.0405854555099,27.5193616473661,27.2285550958885,26.4629257387806
mulher_branca,2021T1,30.8276371868369,30.5184938544786,27.4246458761321,17.3908712471957,16.5214350190423,18.5292612176609
homem_branco,2021T1,42.3299258178772,46.192063867781,57.8114989542596,10.3031083498524,9.2568532603888,8.15678334279905
mulher_negra,2021T2,11.5561886451884,8.28866686027894,4.52673017635512,46.150252950046,48.4970384549656,46.9469880455917
homem_negro,2021T2,15.6534941864333,14.2938039938189,10.009733823442,26.5998223027428,26.6335749341363,25.6007664322985
mulher_branca,2021T2,30.851078463289,31.461371917781,25.1349517633345,18.2629400960714,16.5143249416717,18.9698648559582
homem_branco,2021T2,41.9392387050893,45.9561572281212,60.3285842368684,8.98698465113988,8.35506166922642,8.48238066615166
mulher_negra,2021T3,11.2745648539441,8.66331356317336,5.46807950297552,44.6850189203631,45.8946728316149,46.936253775153
homem_negro,2021T3,15.7897204950314,14.7243335468831,11.8812185844803,26.3280360624298,26.7944776423832,23.7209211038018
mulher_branca,2021T3,30.946981057272,31.6955792285022,26.1860066380609,18.6713523398459,17.892448494022,20.0538698442351
homem_branco,2021T3,41.9887335937525,44.9167736614414,56.4646952744833,10.3155926773612,9.41840103197998,9.28895527681006
mulher_negra,2021T4,11.1375928988593,9.0854663418362,5.17867085820121,44.4179960147922,45.2602185372595,48.7749057949883
homem_negro,2021T4,16.0825241921117,15.0483054362791,13.0145822837695,25.9681072003931,25.6909904230082,22.6365880587967
mulher_branca,2021T4,30.6860997537689,30.6736284240508,26.453206806167,19.658677741968,19.9980224680241,20.0603183325976
homem_branco,2021T4,42.0937831552602,45.1925997978338,55.3535400518623,9.95521904284674,9.0507685717082,8.52818781361742
mulher_negra,2022T1,11.6781397110027,8.9178060526531,5.91261453385192,45.3087435578421,47.996127284447,48.5397369970105
homem_negro,2022T1,16.6321031773309,14.9030351042932,12.2427457406091,25.6558029075914,24.6011847680764,24.111144699843
mulher_branca,2022T1,30.0258620183122,30.562944418034,26.3164927386011,19.0646325227299,18.5046544572572,19.2439258178481
homem_branco,2022T1,41.6638950933543,45.6162144250198,55.5281469869379,9.9708210118366,8.89803349021935,8.10519248529833
mulher_negra,2022T2,11.3113838222236,8.48310680168636,5.28407285429232,44.4001528852874,47.6094676138543,49.8745404490023
homem_negro,2022T2,16.8633015611719,14.1288598950649,11.1532977171909,26.988891016057,26.4611359755004,23.2889387339233
mulher_branca,2022T2,29.8739874298571,29.1498162562482,27.7616288364525,18.5252095911489,16.7028059856289,18.7765026071926
homem_branco,2022T2,41.9513271867473,48.2382170470006,55.8010005920644,10.0857465075067,9.22659042501649,8.06001820988172
mulher_negra,2022T3,11.4347279569165,8.80574466281423,5.97973241700938,44.0727026467435,46.0843490945013,49.1181671829689
homem_negro,2022T3,16.1094262438675,14.402769897635,11.8299618817083,26.0811148710249,26.4200155136913,23.2502022441194
mulher_branca,2022T3,30.3720338993578,29.7469989646555,27.1019650074614,19.2916614632798,17.6989644089612,17.9847358865556
homem_branco,2022T3,42.0838118998582,47.0444864748953,55.0883406938209,10.5545210189518,9.79667098284623,9.64689468635614
homem_negro,2022T4,16.9890130700994,15.6639066458242,14.2904608923672,26.6556885201239,27.1930774612886,23.7666145705057
mulher_negra,2022T4,11.4017428160593,8.55647008344341,4.79140408091501,44.1266008844284,46.5581666385086,49.135987778904
homem_branco,2022T4,42.3039053048532,46.5581610615554,56.8323119588682,9.78586660387332,9.12281097366934,9.99394746605786
mulher_branca,2022T4,29.3053388089881,29.221462209177,24.0858230678496,19.4318439915744,17.1259449265335,17.1034501845324
homem_negro,2023T1,17.4733682731891,15.475290571453,13.3294350841053,27.5709176640526,26.5855728584483,21.6133302432391
mulher_negra,2023T1,11.6421636522396,8.80228563579051,6.01508238957364,43.3890347941752,46.4269291272539,50.9893009379275
homem_branco,2023T1,41.3903333498947,45.6746428524701,53.0884144124492,10.5673801053938,9.58714314379471,9.97338349649231
mulher_branca,2023T1,29.4941347246767,30.0477809402864,27.5670681138719,18.4726674363783,17.4003548705031,17.4239853223411
homem_negro,2023T2,16.6599911682305,15.1499055168556,12.7580667987294,27.3460014395895,26.5332191892047,22.2874944685926
mulher_negra,2023T2,11.2370828167412,8.95865553465156,4.69415014960285,43.7181491779419,46.6532764195737,49.6076633709085
homem_branco,2023T2,41.6447608239945,45.7333127179412,54.770483710631,10.1336396773309,9.25133686153125,8.7181043355914
mulher_branca,2023T2,30.4581651910338,30.1581262305517,27.7772993410368,18.8022097051377,17.5621675296904,19.3867378249075
homem_negro,2023T3,15.803333974282,14.2632176504206,14.2719508054133,27.3203019402951,26.8389809014628,22.3642038438085
mulher_negra,2023T3,10.8324470153486,8.59380081628032,5.41397501200621,43.5762887242263,46.5424975947211,51.8202295710686
homem_branco,2023T3,42.5704956424441,46.9243309295507,54.3793896555321,10.6035753532951,9.31565217432772,9.25908353907938
mulher_branca,2023T3,30.7937233679253,30.2186506037483,25.9346845270483,18.4998339821835,17.3028693294884,16.5564830460436
homem_negro,2023T4,16.4161585301289,14.9883751347267,12.9058822229657,26.1549133419089,27.0265784446551,23.5473190475316
mulher_negra,2023T4,10.7063890344771,8.38347002082153,4.79127222363515,43.8721645014748,46.2970317145908,49.411619348913
homem_branco,2023T4,41.685898711218,46.5414907410704,52.8638252767961,10.5868767886536,10.1783369971695,10.0994679985755
mulher_branca,2023T4,31.1915537241759,30.0866641033814,29.439020276603,19.3860453679628,16.4980528435847,16.9415936049799
homem_negro,2024T1,16.1178719785702,14.0411368955318,12.3782084871114,26.7104322515111,26.4397105818814,22.6917732814438
mulher_negra,2024T1,10.6716855595536,8.13388788271944,4.72910769428699,43.7986798074205,46.6780876998911,50.6441978371661
homem_branco,2024T1,42.3476823190663,47.0681418713029,54.8094773703751,10.0209692996644,9.15202238847631,8.64736365007564
mulher_branca,2024T1,30.86276014281,30.7568333504459,28.0832064482265,19.469918641404,17.7301793297511,18.0166652313145
mulher_negra,2024T2,11.529904802094,8.43375484955643,4.27588492502522,43.9181783853624,45.9264823594071,49.883435707921
homem_negro,2024T2,16.7725067349539,14.7144780739983,11.4430374915238,26.9870124001091,26.344285512379,25.6098537566069
mulher_branca,2024T2,30.0703775718223,29.6793009895539,28.4240585050066,18.8674319503144,18.2868551950977,14.8937396700965
homem_branco,2024T2,41.6272108911298,47.1724660868914,55.8570190784443,10.2273772642141,9.44237693311631,9.6129708653756
