"gender_race","renda_media_hab","renda_media_efe","massa_hab","massa_efe","tx_desocup","pea_fac","gini_hab","gini_efe","Ano_trimestre"
"homem_branco",4613.08013172011,4810.66730874763,92189102659.9158,96137740885.8207,0.0367377620648321,0.860883324010714,0.506769496097149,0.521367762183218,"2022T4"
"mulher_branca",3453.42156785841,3620.75242902237,55934861730.2717,58645109639.0486,0.0567012039064805,0.667363297100063,0.478137513227011,0.492575390834645,"2022T4"
"homem_negro",2719.70125532214,2943.14565681452,69261647377.5168,74952025066.7429,0.0639450837791622,0.835109676389144,0.449084190759095,0.48574441421988,"2023T1"
"mulher_negra",2156.89222850569,2369.64279126689,38910444749.87,42748475648.4091,0.10398984921956,0.603593200188671,0.432894391818081,0.472133358246538,"2023T1"
"homem_branco",4554.14165600763,4958.6481466007,90181931778.0879,98192042023.6347,0.0429706861161486,0.856893795429124,0.505203562245697,0.527307560867484,"2023T1"
"mulher_branca",3512.96600573508,3925.39909728787,55920564990.2187,62485812551.0099,0.0623928402660505,0.664376706760632,0.484523386411638,0.515693561799708,"2023T1"
"homem_negro",2704.37275922795,2703.08939863576,69250547463.1054,69217684603.0212,0.0598892547917119,0.83735624449735,0.443427706761213,0.460885081070955,"2023T2"
"mulher_negra",2134.87738852062,2139.57539694666,38833477484.576,38918934385.0125,0.095282029468251,0.603206212013764,0.430551718617608,0.449894494631735,"2023T2"
"homem_branco",4561.42637756525,4650.58244719211,91105350526.9637,92886064343.7889,0.0415555939170554,0.858068011369003,0.502446288045576,0.520522290756162,"2023T2"
"mulher_branca",3539.18548783263,3566.25800270566,57395147554.5299,57834183878.3259,0.0533018055201559,0.667115564163788,0.483915841971793,0.495574510480765,"2023T2"
"homem_negro",2728.46359716014,2753.29098297256,70894014789.4219,71539107895.5935,0.0554011040230943,0.843150513838974,0.443398428049477,0.464591163699879,"2023T3"
"mulher_negra",2153.20418346223,2175.69762645194,39692026286.1435,40106668955.5525,0.0910913265352457,0.60612846033806,0.433063588243385,0.450175749280788,"2023T3"
"homem_branco",4655.42161100314,4734.75834285032,93842010633.8463,95441246762.3339,0.0385285856739171,0.86034798576948,0.504286051083909,0.519532140456249,"2023T3"
"mulher_branca",3611.28731760638,3657.63497336857,58873554809.72,59629144440.7399,0.0534217173583054,0.669313698534127,0.484615121157731,0.496882418354289,"2023T3"
"homem_negro",2766.81417092282,2855.45344997689,73165427802.2385,75509398293.7262,0.0513099870123878,0.846792780557489,0.446253004502069,0.465157138451104,"2023T4"
"mulher_negra",2159.14416087678,2245.59094812094,40663878137.5506,42291959154.8236,0.088208311378955,0.612548922550191,0.436180021628388,0.457120865507022,"2023T4"
"homem_branco",4697.4751837474,4861.13746804461,94741045998.524,98041869397.9691,0.0375444403401805,0.864939789577416,0.507650369184375,0.519597027488999,"2023T4"
"mulher_branca",3659.88751454847,3798.30978820721,60400646374.3135,62685086748.0557,0.0554442426956609,0.678335121205467,0.485100106547179,0.496494623180297,"2023T4"
"homem_negro",2781.08781925668,3041.75957300266,73184895921.4844,80044526543.5297,0.0555223733300841,0.843730370849677,0.43810799498533,0.479613685443837,"2024T1"
"mulher_negra",2214.91016843956,2439.07812792354,41230275700.9308,45403134223.3833,0.0939427397238373,0.605155833775966,0.431339273247431,0.474360197966234,"2024T1"
"homem_branco",4778.84180425957,5211.91543411219,96395323721.1824,105130970234.432,0.0375875866279235,0.864471861842135,0.506017598527251,0.527197233809602,"2024T1"
"mulher_branca",3710.55517065076,4080.26900004747,60541521985.2738,66573783170.2637,0.0579230688218219,0.67492337604368,0.484133726879918,0.506129137499556,"2024T1"
