"gender_race","renda_media_hab","renda_media_efe","massa_hab","massa_efe","tx_desocup","pea_fac","gini_hab","gini_efe","Ano_trimestre"
"homem_negro",2583.21810607808,2550.67643610942,58431896574.0556,57695810260.0576,0.0643005998549151,0.865437687150021,0.433182242199109,0.448131232305968,"2015T3"
"mulher_branca",3371.15620240445,3357.68468646424,52177881425.7654,51969372795.7433,0.0613684027710058,0.652139609031489,0.486515875663827,0.494451898404805,"2015T3"
"homem_branco",4691.82765308597,4678.37957439656,91244459210.2634,90982927296.0157,0.0467409235235549,0.869724480714224,0.495142942181701,0.504575845789986,"2015T3"
"mulher_negra",1941.82207470539,2024.97002145419,29712588633.2502,30984868297.6069,0.0921302368940071,0.597132721170823,0.429445318959552,0.447839799153371,"2015T4"
"homem_negro",2517.87429860518,2599.24464682977,57170743434.7853,59018334994.1116,0.0654825865524287,0.866779482039738,0.431597309856443,0.453799775345033,"2015T4"
"mulher_branca",3358.34790162307,3527.54375886556,51928547095.6321,54544742706.86,0.0620797979451528,0.651519677228446,0.48760146486984,0.499832613216313,"2015T4"
"homem_branco",4567.28044006402,4738.26146795965,89609685001.2991,92964319395.221,0.0473307020916793,0.873378275510018,0.493291404748561,0.505739966375586,"2015T4"
"homem_negro",2517.27092930969,2755.24829879563,57053136279.0442,62446816845.7732,0.0778269396266709,0.865307575609324,0.435351558573529,0.47106521445312,"2016T1"
"mulher_negra",1922.79885026582,2157.34910435403,29173178181.2084,32731832459.5887,0.110281362983263,0.596145404713791,0.420064485280818,0.46006296426458,"2016T1"
"mulher_branca",3375.83327179916,3803.51242352774,51063003922.1138,57532097755.7924,0.0745020957559042,0.64885739762912,0.48473655716225,0.505116232950968,"2016T1"
"homem_branco",4548.12041126055,4996.13437618152,88575541914.3915,97300702231.1322,0.0534383873359429,0.876410143763951,0.494052780151833,0.514878673529893,"2016T1"
"homem_negro",2467.94526284496,2460.0733278192,55781396696.3959,55603472357.0472,0.0831603923375035,0.861817384478388,0.426365037197684,0.442853926031603,"2016T2"
"mulher_negra",1923.03419249694,1923.31730013163,29264610890.0223,29268919203.8325,0.113538637154246,0.599466061720819,0.417785174218807,0.43181137918873,"2016T2"
"mulher_branca",3315.22789127673,3355.66672471594,50684729008.3839,51302976495.8869,0.0789880776225006,0.654157857134605,0.4807076966963,0.490046303810232,"2016T2"
"homem_branco",4498.23961648149,4558.40509132596,87205340584.7448,88371741482.1161,0.0563909632815873,0.876441457984535,0.491685788697396,0.504127909714043,"2016T2"
"mulher_negra",1923.78962707857,1942.9274658261,29428446332.489,29721200203.585,0.120876223561701,0.6000745977851,0.415293673688211,0.432053768901824,"2016T3"
"homem_negro",2483.73405899732,2480.85351804151,56050868195.9255,55985862515.9243,0.0878501826016906,0.85799930746662,0.43096595840143,0.449039234290467,"2016T3"
"homem_branco",4536.84835709061,4583.99794611728,87090069814.8185,87995160899.394,0.0617243363722454,0.873403975890212,0.491081944252073,0.503009941380697,"2016T3"
"mulher_branca",3363.75163609663,3389.57490624216,51092203373.7105,51484434404.0552,0.0787672119769905,0.652860928617788,0.478725626521737,0.48655635868181,"2016T3"
"mulher_branca",3458.59615395368,3620.66535828041,51787951208.396,54214725446.3948,0.0807301578936241,0.657751258630527,0.485992414183784,0.501025880294037,"2016T4"
"mulher_negra",1940.16374095147,2005.45858494663,30241542291.1389,31259300093.9441,0.124552576988553,0.601625306101252,0.417703348595751,0.437187986481149,"2016T4"
"homem_negro",2481.3786582305,2537.28223485238,56594785127.7908,57869822654.3271,0.0910693243932099,0.85675137312632,0.42757371972948,0.447988956650079,"2016T4"
"homem_branco",4629.03552844316,4773.4803417582,88206483915.7188,90958886446.2449,0.0619636314126394,0.877294728628967,0.502844135620762,0.516302944234667,"2016T4"
"mulher_branca",3466.42052576529,3838.98530923779,51846419009.7867,57418780968.9408,0.0919953562955465,0.662549932044439,0.483874068091609,0.505751479465289,"2017T1"
"mulher_negra",1990.42992021825,2228.59238425286,30455410368.4732,34099515344.42,0.142326110809424,0.60078575615112,0.417291643909266,0.46319026110632,"2017T1"
"homem_negro",2516.11503176845,2737.77620424609,56358816477.5078,61323836431.733,0.106093012819079,0.851439743288964,0.42847498726951,0.471052923387106,"2017T1"
"homem_branco",4644.32729319362,5127.42821768974,87635276889.5479,96751060642.7428,0.0698226861322806,0.875900445061034,0.50136465358446,0.530219680328628,"2017T1"
"homem_negro",2525.66275515568,2505.79502036054,57361213517.095,56909990417.1944,0.101367440265824,0.852237548916276,0.432468738144962,0.454508108115988,"2017T2"
"mulher_negra",1997.71578533241,1982.0258189197,31467577768.6429,31220432883.5174,0.132407833443227,0.608812634565712,0.42244492754071,0.438847150691799,"2017T2"
"mulher_branca",3383.44239673966,3417.76236641495,50932487481.3733,51449121495.1612,0.0896670171460466,0.664230246874801,0.479350714324937,0.494317015419256,"2017T2"
"homem_branco",4595.23226808389,4635.44261979849,87107075259.5679,87869301394.9789,0.0643957112390514,0.874228446589158,0.501768083729985,0.518150927893657,"2017T2"
"homem_negro",2523.55547144722,2513.86471092177,57693381925.4822,57471832308.4959,0.0945478941534463,0.850181767823953,0.430711230512316,0.454458394420726,"2017T3"
"mulher_negra",1990.5878449793,2002.72061843877,31910318342.2357,32104813985.5414,0.12628142764208,0.612911009542159,0.426586865509307,0.444722752143207,"2017T3"
"mulher_branca",3380.01761831365,3445.52019617468,51381252769.562,52376988558.6005,0.0853889922453875,0.665114676968696,0.47780849148694,0.493222013669765,"2017T3"
"homem_branco",4644.62488771078,4700.84003144424,89112065372.9967,90190612658.1786,0.0621289382753207,0.87794602267075,0.505221705710028,0.520903167335746,"2017T3"
"mulher_negra",2023.14671634808,2088.98214310518,33384116492.5016,34470472483.6083,0.119547713304056,0.614974832202055,0.434605054470012,0.454953659114835,"2017T4"
"homem_branco",4694.8898201497,4844.38081917117,89230926294.0498,92072147457.1236,0.0618708179946353,0.878347016793317,0.512750919006066,0.525983849862314,"2017T4"
"homem_negro",2617.16246292313,2691.36955056358,60977588642.6161,62706548662.7182,0.0881612871139921,0.848710378668829,0.444507815083853,0.469463971609002,"2017T4"
"mulher_branca",3393.53338731664,3548.02864879154,51343113890.6226,53680579564.3403,0.0807333269558119,0.666849727338711,0.481546210477973,0.49616388738832,"2017T4"
"mulher_branca",3425.40585573633,3823.01522866333,51346641858.9675,57306784081.899,0.0920056774112477,0.667037033539582,0.482379909850351,0.508930477411923,"2018T1"
"mulher_negra",2043.60555619902,2266.22769972981,33029783836.2729,36627915215.2393,0.132132019775595,0.609262487267786,0.433736325399877,0.475280680558171,"2018T1"
"homem_negro",2622.91551815515,2844.20865868342,60930105627.8323,66070726564.257,0.0986607094987376,0.847993042740586,0.441299902306127,0.481906627828721,"2018T1"
"homem_branco",4697.249611804,5159.49680423242,88136415484.4022,96809748599.5914,0.0654456249067376,0.874166652849152,0.510136302869796,0.534498858292864,"2018T1"
"mulher_branca",3441.55580492,3444.71510431861,51947787611.4771,51995474943.4463,0.0873768107328532,0.667875936485,0.485444082700269,0.494086569464343,"2018T2"
"homem_branco",4726.18802497581,4793.48047092256,89066466158.216,90334612987.7425,0.0620061931768147,0.872413704524484,0.5144675243655,0.531094756546736,"2018T2"
"mulher_negra",2025.56140041632,2035.30093708731,33152689994.6119,33312098561.4803,0.126759283353408,0.611151287418319,0.434277047530486,0.455586699715241,"2018T2"
"homem_negro",2617.43779562494,2601.96757766851,60575000369.9425,60216975258.5145,0.0954989915605407,0.844196749190785,0.440769786024248,0.462879483580764,"2018T2"
"mulher_negra",2032.93669271288,2045.29742595187,33745143426.0292,33950321834.9269,0.123026451112505,0.617447020626069,0.440596180955254,0.459121569914714,"2018T3"
"homem_negro",2565.50043994016,2570.33525239523,60420448934.1889,60534314258.2794,0.0902097562502575,0.850211270961388,0.437982903269585,0.462759194124374,"2018T3"
"homem_branco",4717.63323836589,4773.7581669407,89697899329.3111,90765020900.4046,0.0574685742873442,0.874487287038144,0.514798681280809,0.53173209812303,"2018T3"
"mulher_branca",3480.45858810029,3526.82856319827,53504919958.6127,54217763322.0083,0.0814286663410182,0.6719101590706,0.495857994157632,0.508751601618314,"2018T3"
"mulher_negra",2072.01652338142,2144.33281328694,35085348704.9872,36309876704.5253,0.121167527329625,0.620230534948655,0.445590295112197,0.467037007839281,"2018T4"
"homem_negro",2623.37794259594,2695.5584442393,62669718022.6293,64394033688.8061,0.0850066008940694,0.8501892474462,0.443317787317937,0.46795262192245,"2018T4"
"homem_branco",4769.42136173629,4917.09645933152,90097565262.4572,92887246805.3735,0.0569854403907723,0.870850459448094,0.514815452743278,0.531004127204142,"2018T4"
"mulher_branca",3502.6045985022,3637.3945294442,53629720982.7607,55693541258.3339,0.0815430392807782,0.673757035096286,0.493273474176021,0.505610606273876,"2018T4"
"mulher_negra",2067.20816151683,2302.2404807391,34261210037.7673,38156556333.5313,0.13762765903316,0.61849139204973,0.435381529405277,0.481463237044409,"2019T1"
"homem_negro",2641.38495285044,2874.13868330186,62559388952.1519,68072001242.0271,0.0919139438523849,0.8457260509094,0.446590011220906,0.486886309279726,"2019T1"
"mulher_branca",3602.02171958491,4054.14686007972,54952954867.4376,61850640215.9057,0.0887282519814956,0.672554801503276,0.499254952080264,0.528431602242563,"2019T1"
"homem_branco",4702.15256606255,5168.54447086727,88675464582.1145,97470908425.0878,0.0615463626518607,0.87056644835941,0.507805982853824,0.536638529842094,"2019T1"
"mulher_negra",2022.22454865347,2020.48653221633,34501518891.9182,34471866296.2259,0.128087178221043,0.625444581461451,0.43334273002074,0.449624454509831,"2019T2"
"homem_negro",2631.8818295964,2620.96006252024,62991992182.5588,62730588399.7048,0.0871277085272587,0.847284286131875,0.450299966669263,0.47089779910857,"2019T2"
"homem_branco",4651.40435862506,4671.81761313529,88362830940.6201,88750621985.6817,0.0583167769178096,0.872750995484735,0.508412482949097,0.522635806011749,"2019T2"
"mulher_branca",3578.28217557308,3629.41111381622,55251850576.1087,56041326731.793,0.0849897832279919,0.679998358678621,0.502942406002148,0.518711043308031,"2019T2"
"mulher_negra",2038.25389241201,2053.67237916686,35029094635.9469,35294074201.8831,0.126194200538113,0.625610041999775,0.438573496669051,0.458922098427138,"2019T3"
"homem_negro",2593.20277654445,2603.74642796457,63012705496.6612,63268907598.481,0.085594484789828,0.852196576657688,0.440525544867342,0.465749129296455,"2019T3"
"homem_branco",4786.96571771449,4824.60680919914,91076519238.7395,91792676361.0024,0.0552868030434189,0.870779997455257,0.519793269438196,0.53531180365917,"2019T3"
"mulher_branca",3563.36412593645,3601.51550895372,55297583878.342,55889630951.8131,0.083637675481884,0.679284714105556,0.500882703327079,0.51292761464174,"2019T3"
"mulher_negra",2044.80493401448,2136.38003877578,35722789805.5672,37322609017.8518,0.12065917909963,0.623259237808778,0.434331492233468,0.457453202603574,"2019T4"
"homem_negro",2645.65551512519,2746.78429053523,65541587961.0686,68046880313.3947,0.0790816541886804,0.849324168716711,0.446545182096088,0.470444645758107,"2019T4"
"mulher_branca",3612.52579949848,3773.38555893826,56338104240.0619,58846746225.8458,0.0763017499647684,0.683428611869,0.50122440956784,0.513745620414738,"2019T4"
"homem_branco",4779.42297978096,4962.75372627272,90126510551.9398,93583614166.3477,0.0524910237862691,0.872213807960407,0.514364503839715,0.528759127081685,"2019T4"
"mulher_negra",2048.87773093376,2274.32627083726,34391113605.4923,38175344470.4938,0.133051450710601,0.610071202560193,0.427639651822574,0.473089099103163,"2020T1"
"homem_branco",4858.14060182522,5345.91537844825,91591185285.8865,100787269468.11,0.060176376719116,0.86734158127125,0.515647520500352,0.542305522679271,"2020T1"
"homem_negro",2665.24285088736,2914.62712908737,64584979332.9917,70628135380.9136,0.0871829095894365,0.842198327465171,0.447233601429616,0.489486433758429,"2020T1"
"mulher_branca",3549.67056900678,3929.12432359217,54913603644.2246,60783774601.0876,0.0851343209563048,0.674496966055819,0.489263790776931,0.513128760659129,"2020T1"
"mulher_negra",2167.03701775335,2021.39314708404,31873922440.5404,29731715639.4464,0.14742664464347,0.544517385706769,0.430526085745441,0.492346725565767,"2020T2"
"homem_negro",2720.06901243429,2508.89945509729,59418734505.9647,54805826595.9848,0.109616450232026,0.785785334582535,0.441918197792802,0.487643841693171,"2020T2"
"mulher_branca",3669.72233897757,3384.64276575305,52105198493.7567,48057445999.8943,0.090071613481306,0.617731981948773,0.482033468512782,0.518841932619125,"2020T2"
"homem_branco",4858.05008245644,4537.93082056661,88308715458.1354,82489648068.7347,0.0740776013521159,0.83045678828467,0.510252558157845,0.55108074256168,"2020T2"
"mulher_negra",2188.96949904448,2095.66057340869,31666142989.042,30316314321.8876,0.165897771157894,0.551193387691637,0.445098627435073,0.478240682441538,"2020T3"
"homem_negro",2683.653437394,2564.05089403643,59603538399.0805,56947183936.053,0.11750432812008,0.803375382241101,0.445012009844504,0.480575308069092,"2020T3"
"mulher_branca",3799.36500370191,3624.10988953189,52287740442.5502,49875839003.2248,0.110599494677214,0.607939092543488,0.4977531467689,0.521867363971978,"2020T3"
"homem_branco",4954.95889010744,4709.42007554418,89270220612.5627,84846510016.543,0.0788034856942499,0.828336234028434,0.523684331876211,0.548094129693709,"2020T3"
"mulher_negra",2086.56903600288,2099.13563126329,31586267659.3718,31776499487.1298,0.158049294947109,0.575741202425065,0.442657937087461,0.466205918750347,"2020T4"
"homem_negro",2622.20812165946,2640.65174321971,60043341594.8327,60465663782.168,0.105866194598465,0.822738880092407,0.439771169255437,0.466724916413114,"2020T4"
"mulher_branca",3657.99562587704,3714.72871455092,53397416728.131,54225575284.8999,0.110678338993879,0.633867191341514,0.491717998213517,0.510489823402622,"2020T4"
"homem_branco",4726.36606345374,4729.23878012122,88355078131.5246,88408780934.5233,0.0737145572539054,0.84116330497717,0.514870396990773,0.533451033194979,"2020T4"
"mulher_negra",2096.33834504498,2232.50472720466,31452857734.3847,33495858978.1474,0.179448723608332,0.581715678157786,0.436373867582006,0.475002988889173,"2021T1"
"homem_negro",2612.14975005569,2753.45265444802,60488396975.5066,63760485864.933,0.106898874840606,0.829930516205779,0.44641480491191,0.486765443010881,"2021T1"
"mulher_branca",3551.2311046418,3840.4079852203,51307140600.9266,55485082963.2204,0.114092959522837,0.63088300344685,0.491185610600496,0.521973398666432,"2021T1"
"homem_branco",4696.52611108364,4974.57635088461,88120853371.2617,93337906110.2044,0.077506254210469,0.847118225190604,0.520440887331915,0.545760302507006,"2021T1"
"mulher_negra",2056.25594992767,2050.09324908254,31866553796.0256,31771048157.2374,0.166491410233664,0.587892487594992,0.443140036893965,0.46646714911094,"2021T2"
"homem_negro",2560.79644862388,2545.3389784912,60128639854.9404,59765691579.5413,0.100513433962828,0.833648646988341,0.445844026366103,0.472821986905728,"2021T2"
"mulher_branca",3453.71944066247,3439.73657195739,50781631811.3471,50576035235.6995,0.114412051459733,0.642376302947908,0.491128835699783,0.509311961956428,"2021T2"
"homem_branco",4509.94026504623,4567.31687802861,86005527396.5159,87099711702.6855,0.0753444503262043,0.857283404935456,0.509075582294827,0.531764466160894,"2021T2"
"mulher_negra",1998.5502071073,2019.31786895945,32597211887.3519,32935941368.0485,0.151494536224229,0.603302125455042,0.440418565127402,0.465972821103605,"2021T3"
"homem_negro",2509.47346931806,2518.38930992669,61267379680.3969,61485054901.2821,0.0840438279687855,0.841199879092513,0.444632549031667,0.469509837004807,"2021T3"
"mulher_branca",3354.84597659064,3396.7710545967,51109496162.5413,51748204952.2792,0.0968338437069166,0.655912188871932,0.492629434379523,0.511606115685936,"2021T3"
"homem_branco",4352.45354365453,4373.37203842653,83986459248.2073,84390109807.847,0.0629412856080517,0.860573420423478,0.508722751939786,0.525050340928829,"2021T3"
"mulher_negra",1956.64129469867,2020.48288130104,33237914731.5374,34322406415.0999,0.132661569817502,0.608777115321157,0.43802543894526,0.460696766066576,"2021T4"
"homem_negro",2485.03584851658,2549.57419209275,62026923673.1684,63637811867.5506,0.0743818955959882,0.846138945044663,0.444109964366362,0.468416484014597,"2021T4"
"mulher_branca",3224.24325220042,3349.08034072883,50761210767.9568,52726596524.1723,0.0835953260423689,0.670386150141714,0.486506681518222,0.502740497471677,"2021T4"
"homem_branco",4167.6737973761,4294.18361902942,81067900434.105,83528718176.651,0.0540578523462908,0.862028126837582,0.497493318243869,0.512266040158465,"2021T4"
"mulher_negra",2000.22575768443,2218.73278626505,34202032081.0475,37938302535.8887,0.130901473153121,0.605332847664925,0.430280850315285,0.475633358943014,"2022T1"
"homem_negro",2509.14078489364,2703.92546524274,62051023775.9618,66868046760.2051,0.0787312926313148,0.838336379655519,0.434205499688687,0.472849981895706,"2022T1"
"mulher_branca",3236.19353169862,3600.14194593421,50292798680.515,55948821457.8783,0.0812134924146256,0.6620553497518,0.472942419340143,0.504828616476516,"2022T1"
"homem_branco",4235.95975891656,4649.44205570727,82587245888.0099,90648787087.3833,0.0530170730502586,0.861008369209033,0.493671435599936,0.522610097833422,"2022T1"
"mulher_negra",1994.79428517146,2012.09028159941,35581902094.8806,35890417341.845,0.108625745492192,0.615027908436685,0.431040954314994,0.452693572111457,"2022T2"
"homem_negro",2501.37707535215,2526.51681059372,63336204650.2874,63972756184.9618,0.0627261580564673,0.841781642784172,0.434542743159909,0.459291653882246,"2022T2"
"mulher_branca",3296.99784982074,3338.89660361061,52832613462.1181,53504018408.1799,0.0680298032172448,0.668483530354989,0.480579610265522,0.493297046901716,"2022T2"
"homem_branco",4407.51953728337,4483.8157491637,87786924425.2673,89306556891.9226,0.0436103214959882,0.863951381550048,0.506135160168014,0.523857903789576,"2022T2"
"mulher_negra",2081.63341145622,2091.91484845925,37640464452.2504,37826375219.1995,0.104731195356294,0.618389757966803,0.438855984878501,0.460772688951693,"2022T3"
"homem_negro",2614.09067735833,2615.04221052683,67014246015.1344,67038639307.3785,0.0578700689296731,0.844351707478171,0.443751481589061,0.467481411844346,"2022T3"
"mulher_branca",3422.69638339526,3457.68166918666,55560221923.023,56128133892.0895,0.0624349743705754,0.67081825164218,0.485504638776547,0.499124157729966,"2022T3"
"homem_branco",4516.33638249025,4559.18090745113,90118013409.6739,90972923927.3945,0.041320851117833,0.864309282188813,0.504956410328305,0.523840447698603,"2022T3"
"homem_negro",2699.03864940814,2797.15908257315,69463706175.9635,71988978995.131,0.0571814083808671,0.842252090326056,0.45006203115372,0.471345934618512,"2022T4"
"mulher_negra",2098.35707075774,2176.07101902412,38267081093.7344,39684326043.065,0.0949081585211367,0.611001262545598,0.433237585654751,0.453659562567736,"2022T4"
