"nonwhite","renda_media_hab","renda_media_efe","massa_hab","massa_efe","tx_desocup","pea_fac","gini_hab","gini_efe","Ano_trimestre"
0,4018.65385778755,4056.38292680354,138182273188.529,139479595303.449,0.0694316713224437,0.757657684651595,0.491549005924753,0.501817945541916,"2016T3"
0,4114.0061916165,4266.20627924353,139994435124.115,145173611892.64,0.0704277891000871,0.76250537842084,0.500882274614924,0.514383904666829,"2016T4"
1,2261.66265520896,2321.37878700012,86836327418.9296,89129122748.2711,0.10520044417852,0.726695454558142,0.428557959283353,0.447999802581762,"2016T4"
0,4123.49629489219,4557.72183275358,139481695899.335,154169841611.684,0.0798910486559397,0.76416228292029,0.499134981193492,0.524486098049238,"2017T1"
1,2302.76084219068,2531.11921725171,86814226845.9809,95423351776.153,0.121420201077306,0.72371386295699,0.428530741501163,0.470937892248912,"2017T1"
1,2309.45299764261,2291.29618144449,88828791285.7379,88130423300.7118,0.114568486757488,0.728380475995104,0.432753169028729,0.452529629499622,"2017T2"
0,4058.86261867294,4096.46573441039,138039562740.941,139318422890.14,0.0759085863186966,0.764165650166617,0.497971184931885,0.513632181597131,"2017T2"
1,2303.8786322723,2303.18302403631,89603700267.7179,89576646294.0373,0.108128537562171,0.729349148727589,0.433261171619961,0.454488555951684,"2017T3"
0,4085.588189156,4145.90896840047,140493318142.559,142567601216.779,0.0726956831349418,0.766518560773218,0.499658975411876,0.514832467650194,"2017T3"
1,2370.8847409077,2441.62095494972,94361705135.1177,97177021146.3265,0.101641541385709,0.729609699601307,0.445295987159625,0.468017794657499,"2017T4"
0,4118.09939887912,4269.80839949941,140574040184.672,145752727021.464,0.0704459312769026,0.767662346883383,0.50567463002335,0.518905925446234,"2017T4"
0,4132.42078785555,4565.96217157326,139483057343.37,154116532681.49,0.0775984744042845,0.765414440096804,0.504295280537917,0.52852957930736,"2018T1"
1,2385.22766196114,2607.06608549037,93959889464.1052,102698641779.496,0.112929083263313,0.726622289086432,0.442926315532532,0.482611158822692,"2018T1"
0,4154.8612675486,4193.63116666139,141014253769.693,142330087931.189,0.0736143511841647,0.765192497501272,0.508060053021836,0.52176455589688,"2018T2"
1,2372.25098690224,2367.22399549752,93727690364.5544,93529073819.9949,0.108903481602423,0.725559229394601,0.443080870016274,0.464442830660118,"2018T2"
1,2345.32456390701,2353.27079017908,94165592360.2181,94484636093.2062,0.104269552750708,0.731987586153516,0.443007534016942,0.465081444319367,"2018T3"
0,4164.53395031595,4216.29776639801,143202819287.924,144982784222.413,0.0684794920279692,0.768069385044993,0.512103393735742,0.527217475015277,"2018T3"
1,2394.67283310067,2466.90965981191,97755066727.6165,100703910393.331,0.100581436318732,0.733117005232526,0.448195120599848,0.471127361168328,"2018T4"
0,4202.29994592228,4344.20668445608,143727286245.218,148580788063.707,0.0682710481289025,0.767652200395937,0.511213878600756,0.525413858787942,"2018T4"
1,2405.00415892129,2638.69595345127,96820598989.9192,106228557575.558,0.111606215274472,0.730165060455981,0.446573442921363,0.487862242134725,"2019T1"
0,4210.17141779827,4670.18319144888,143628419449.552,159321548640.993,0.0740435300267274,0.766774710146571,0.508372824964681,0.536320334605989,"2019T1"
1,2378.15887766586,2371.05914043296,97493511074.4771,97202454695.9307,0.104884371592927,0.73436470273565,0.448331147850695,0.467092254180898,"2019T2"
0,4170.24975833297,4204.43496981381,143614681516.729,144791948717.475,0.0706129608869621,0.771885273160937,0.510100401656018,0.524682324898095,"2019T2"
1,2363.30628283321,2375.86941313313,98041800132.6082,98562981800.364,0.10310580252531,0.737056388144699,0.443807499166724,0.466887278809736,"2019T3"
0,4237.28621899828,4275.15654914668,146374103117.082,147682307312.815,0.0683858631934999,0.770430865190325,0.516725259061786,0.530593342911743,"2019T3"
1,2397.16946749277,2494.34725419693,101264377766.636,105369489331.246,0.096997215869687,0.73452406120193,0.446356745156663,0.469490385788959,"2019T4"
0,4251.21580072078,4424.37483981451,146464614792.002,152430360392.194,0.0635400501504896,0.773114632512873,0.513155793012629,0.526465656670553,"2019T4"
1,2413.01240947908,2652.6016463302,98976092938.484,108803479851.407,0.106802548048969,0.72431580935138,0.44442669460841,0.486766151741904,"2020T1"
0,4268.39053022124,4707.34314898002,146504788930.111,161571044069.197,0.0716999623254724,0.766196143133868,0.510057510671686,0.534876355886809,"2020T1"
1,2497.53557565695,2312.73276814926,91292656946.5051,84537542235.4312,0.12543741604463,0.662885694800999,0.44117886919048,0.491985131224283,"2020T2"
0,4336.9101362771,4032.15749488854,140413913951.892,130547094068.629,0.0812495337667586,0.71937294040227,0.503082157805693,0.542136943438891,"2020T2"
1,2488.53409280838,2379.30260268083,91269681388.1225,87263498257.9406,0.13754128191307,0.675427280023604,0.447862190674641,0.482108757107198,"2020T3"
0,4454.50999857527,4239.40869356303,141557961055.113,134722349019.768,0.0930268535523573,0.712748435886543,0.516871023260137,0.540836789361492,"2020T3"
1,2409.02929854631,2425.133924347,91629609254.2045,92242163269.2979,0.127686234009784,0.697598675844789,0.444358830525744,0.469680433701797,"2020T4"
0,4257.91405290444,4284.40310962394,141752494859.656,142634356219.423,0.0904927030700607,0.732437850159833,0.508863010786627,0.526961347874931,"2020T4"
1,2409.34495004107,2548.62829582333,91941254709.8913,97256344843.0804,0.137338535338436,0.703910948914667,0.445765570797448,0.484720615209881,"2021T1"
0,4198.2864133889,4481.17709526477,139427993972.188,148822989073.425,0.0939724386007757,0.733907266425703,0.512652535052439,0.539181117591397,"2021T1"
1,2360.19387499094,2348.43195485916,91995193650.966,91536739736.7786,0.128354994110637,0.708643257463014,0.447826798692404,0.473116479513919,"2021T2"
0,4050.11165526272,4076.42172372932,136787159207.863,137675746938.385,0.0929740687204445,0.744836304861668,0.505580585486314,0.526601168146954,"2021T2"
1,2304.8471883596,2318.50971850661,93864591567.7488,94420996269.3306,0.11271574291923,0.720439804879431,0.446328488240397,0.471058476030521,"2021T3"
0,3912.32336828552,3942.5096668192,135095955410.749,136138314760.126,0.0783854186580948,0.753445881005731,0.505696984499082,0.522750345395252,"2021T3"
1,2271.05455035815,2335.3107317495,95264838404.7058,97960218282.6504,0.0992271716029337,0.725540684595734,0.445509451341422,0.468691352742098,"2021T4"
0,3745.65608307969,3871.4176535622,131829111202.062,136255314700.823,0.0676577050706038,0.761763727776221,0.496512709556555,0.511490428916659,"2021T4"
1,2301.10410679562,2505.58612021392,96253055857.0093,104806349296.094,0.101073670385633,0.719697905376591,0.436052597346134,0.476180288975229,"2022T1"
0,3792.51701491569,4184.02873478225,132880044568.525,146597608545.262,0.065878400765685,0.757215488133115,0.489158177324498,0.518559220723546,"2022T1"
1,2292.00390272011,2313.90178191656,98918106745.168,99863173526.8068,0.0824964115084596,0.726422420488464,0.436697680030193,0.460058784588909,"2022T2"
0,3912.40202919008,3973.36240033289,140619537887.385,142810575300.102,0.0547652123046607,0.762149939992468,0.500229275969104,0.515924558803817,"2022T2"
1,2393.86109854856,2398.67157199902,104654710467.385,104865014526.578,0.0780652021455063,0.729478323492044,0.445262102151901,0.467986307965475,"2022T3"
0,4025.74333198123,4065.06230180329,145678235332.697,147101057819.484,0.0510017090849204,0.763355293026977,0.501124856582464,0.517611016033698,"2022T3"
1,2449.922037736,2539.57942732723,107730787269.698,111673305038.196,0.0733822155200383,0.72450041771754,0.447624189360795,0.468293589747191,"2022T4"
0,4093.94567034122,4277.98826042856,148123964390.188,154782850524.869,0.0458559627405722,0.760198434944099,0.499429318257171,0.513644953794937,"2022T4"
1,2486.33246500526,2705.34266574814,108172092127.387,117700500715.152,0.0811565497840632,0.716919806811025,0.446219985686184,0.483059068259536,"2023T1"
0,4090.15668481639,4498.19555125495,146102496768.307,160677854574.645,0.0518018083227159,0.757135910866262,0.500366095726349,0.525331977025417,"2023T1"
1,2467.84609531843,2469.04695730689,108084024947.681,108136618988.034,0.0750783481388422,0.717781864396971,0.442057787029626,0.460104594865697,"2023T2"
0,4103.35203374924,4164.68796441349,148500498081.494,150720248222.115,0.0469002953355434,0.759189891366684,0.498227299327482,0.513823842822603,"2023T2"
1,2489.7198727061,2513.57862734294,110586041075.565,111645776851.146,0.070700147509219,0.722107206271924,0.443011630562978,0.462450615672424,"2023T3"
0,4188.5524086882,4253.1385632061,152715565443.566,155070391203.074,0.0453027967906583,0.761488639357028,0.499648715245712,0.513659410087712,"2023T3"
1,2514.05038693267,2601.77768659484,113829305939.789,117801357448.55,0.0671585558344157,0.727327703475248,0.446340893879096,0.465604866338253,"2023T4"
0,4230.53096384747,4382.83451921246,155141692372.837,160726956146.025,0.0457419599699197,0.768164067803136,0.501537843525512,0.51305325175781,"2023T4"
1,2546.51609851557,2792.0640517702,114415171622.415,125447660766.913,0.0719811013962127,0.721824828854673,0.439012855691544,0.480355600346229,"2024T1"
0,4301.13602635655,4705.8770516325,156936845706.456,171704753404.695,0.0468501826592928,0.766428990507059,0.500368264347344,0.521362114035583,"2024T1"
