"","gender_race","renda_media_hab","renda_media_efe","massa_hab","massa_efe","tx_desocup","pea_fac","gini_hab","gini_efe","Ano_trimestre"
"167","Mulher Branca",3334.16094716872,3376.52255766976,53428132066.2165,54106954041.5951,0.0680298032172448,0.668483530354989,0.480501363185795,0.493223815545207,"2022T2"
"168","Homem Branco",4457.30445742282,4534.4360514034,88778517312.1122,90314788530.9454,0.0436103214959882,0.863951381550048,0.506058581751859,0.523787753438228,"2022T2"
"169","Mulher Negra",2105.73792822317,2116.11927445493,38076326598.5398,38264043941.8782,0.104731195356294,0.618389757966803,0.438789655668188,0.460701097860692,"2022T3"
"170","Homem Negro",2644.15938209257,2645.08337952465,67785080628.436,67808768020.6781,0.0578700689296731,0.844351707478171,0.443623654555267,0.467356319197279,"2022T3"
"171","Mulher Branca",3461.35201412526,3496.71705267318,56187714163.4545,56761790613.6973,0.0624349743705754,0.67081825164218,0.485435842165316,0.499053279006148,"2022T3"
"172","Homem Branco",4567.47543268578,4610.8213538764,91138431115.7477,92003346386.952,0.041320851117833,0.864309282188813,0.504891632896033,0.523781602172676,"2022T3"
"173","Homem Negro",2730.02337869795,2829.2539403641,70261143490.0981,72814987089.4717,0.0571814083808671,0.842252090326056,0.449924052449205,0.471222369948009,"2022T4"
"174","Mulher Negra",2122.64403405687,2201.24293054749,38709994841.3706,40143378314.4696,0.0949081585211367,0.611001262545598,0.433164432629383,0.453593630346404,"2022T4"
"175","Homem Branco",4665.37463612727,4865.14916678664,93234170878.4778,97226521800.1874,0.0367377620648321,0.860883324010714,0.506708227704621,0.521310443487891,"2022T4"
"176","Mulher Branca",3492.38377734496,3661.61630939912,56565930297.3472,59306979455.3228,0.0567012039064805,0.667363297100063,0.478066487859905,0.492514879490045,"2022T4"
"177","Homem Negro",2751.01124710717,2976.99632506632,70059007604.5507,75814087781.6686,0.0639450837791622,0.835109676389144,0.448963863686004,0.485644351312658,"2023T1"
"178","Mulher Negra",2181.84341884483,2397.05754265225,39360565483.9075,43243039148.1582,0.10398984921956,0.603593200188671,0.432816533876576,0.47207940237513,"2023T1"
"179","Homem Branco",4605.67841400963,5014.83234337327,91202471924.8945,99304611588.4542,0.0429706861161486,0.856893795429124,0.505141605127392,0.527263691910775,"2023T1"
"180","Mulher Branca",3552.6931184278,3969.75144363816,56552954425.1237,63191827998.4982,0.0623928402660505,0.664376706760632,0.484466417093245,0.515645661738745,"2023T1"
"181","Homem Negro",2735.52021618342,2734.19543411664,70048136641.1836,70014213106.3895,0.0598892547917119,0.83735624449735,0.443319786836582,0.46078224755729,"2023T2"
"182","Mulher Negra",2159.57816749598,2164.33183272744,39282785322.7445,39369254621.9782,0.095282029468251,0.603206212013764,0.430468730159191,0.4498188764519,"2023T2"
"183","Homem Branco",4612.95461416919,4703.1287372188,92134523787.5314,93935571181.2375,0.0415555939170554,0.858068011369003,0.502379074156124,0.520462958638745,"2023T2"
"184","Mulher Branca",3579.11276333252,3606.47677489387,58042650172.4756,58486413712.6027,0.0533018055201559,0.667115564163788,0.483849330843441,0.495509400981973,"2023T2"
"185","Homem Negro",2759.91469931246,2784.97216601888,71711212755.1381,72362284082.2832,0.0554011040230943,0.843150513838974,0.443281481933809,0.46447922880543,"2023T3"
"186","Mulher Negra",2178.16958736946,2200.88866621365,40152236922.8034,40571038948.9218,0.0910913265352457,0.60612846033806,0.432979411517408,0.450095644140674,"2023T3"
"187","Homem Branco",4708.00409921614,4788.14380082351,94901946087.6784,96517368139.3908,0.0385285856739171,0.86034798576948,0.504216641644234,0.519462880765786,"2023T3"
"188","Mulher Branca",3652.0587145593,3698.89018977351,59538236642.5594,60301713812.9862,0.0534217173583054,0.669313698534127,0.484543067082086,0.496812668831808,"2023T3"
"189","Homem Negro",2798.7109664319,2888.34600373269,74008904286.3002,76379206534.6781,0.0513099870123878,0.846792780557489,0.446152168515255,0.465057616795093,"2023T4"
"190","Mulher Negra",2184.14487000984,2271.60550928104,41134724785.0139,42781900013.7919,0.088208311378955,0.612548922550191,0.43612384651351,0.457066712560845,"2023T4"
"191","Homem Branco",4750.46044667364,4916.01634342479,95809679474.1212,99148694203.5008,0.0375444403401805,0.864939789577416,0.507576885483104,0.519535694961633,"2023T4"
"192","Mulher Branca",3701.24947280853,3841.23992738218,61083259980.4104,63393580696.244,0.0554442426956609,0.678335121205467,0.485035442981825,0.496434009176483,"2023T4"
"193","Homem Negro",2813.24237938045,3076.91901312351,74031049760.9155,80969754415.9058,0.0555223733300841,0.843730370849677,0.438054241916689,0.479562995060405,"2024T1"
"194","Mulher Negra",2240.56461028545,2467.35085561692,41707829926.5295,45929427512.4861,0.0939427397238373,0.605155833775966,0.431327995431275,0.474347884001872,"2024T1"
"195","Homem Branco",4832.66613531834,5270.69874939939,97481029008.991,106316704548.019,0.0375875866279235,0.864471861842135,0.505952797409009,0.527134940465658,"2024T1"
"196","Mulher Branca",3752.51218931893,4126.48142168917,61226093875.8164,67327786334.7882,0.0579230688218219,0.67492337604368,0.484093193429544,0.506091202751122,"2024T1"
"197","Mulher Negra",2277.64700748922,2293.95229301,43632255366.7213,43944611223.1516,0.0794982890549939,0.608017097534881,0.429761009638241,0.448007265677006,"2024T2"
"198","Homem Negro",2858.49550063551,2885.43667536146,76736016813.0579,77459249869.1445,0.0476506616453119,0.846235655732804,0.437937326658357,0.459440930153505,"2024T2"
"199","Mulher Branca",3813.35594520004,3850.28057483888,62612929560.0173,63219208981.0392,0.0534990291718988,0.678092790014022,0.485153026573244,0.497161745159246,"2024T2"
"200","Homem Branco",4955.96823649799,5041.2138131539,99998650815.1602,101718686587.539,0.0349704574623655,0.867030151610298,0.508919166840315,0.523628551736692,"2024T2"
"201","Brasil",3144.17007233874,3330.01680761272,212312745005.844,224862203084.95,0.0555247605922243,0.724932900331476,0.509062968147191,0.527832722782478,"2012T1"
"202","Brasil",3142.22837171448,3129.60717944865,215154660474.685,214290462200.242,0.0533265375269112,0.732829535455503,0.503496403813187,0.512296183529543,"2012T2"
"203","Brasil",2878.35199278424,2866.36720511729,133200130610.37,132645516273.215,0.0578889457234857,0.722401322622304,0.507338509232795,0.513017370514717,"2012T3"
"204","Brasil",3027.5020068433,3053.10504828161,161046656153.329,162408598837.983,0.055205608316402,0.724654197927428,0.505653271720803,0.512817574268411,"2012T4"
"205","Brasil",3183.21474133156,3318.90029696196,220068881825.533,229449388933.567,0.0575801054436003,0.731155758745216,0.497268702169094,0.511167086362548,"2013T1"
"206","Brasil",3220.38852027357,3204.52283125888,225425019499.646,224314431993.513,0.0541296256441206,0.735871748935638,0.497672578960191,0.504426300147315,"2013T2"
"207","Brasil",3249.71361653365,3234.38018078596,229560127847.836,228476972257.548,0.049677751921832,0.735381678674352,0.494332257290807,0.500580446714594,"2013T3"
"208","Brasil",3238.95135226227,3266.27525755214,230773327772.027,232720139522.4,0.0453062754877672,0.734924584877797,0.491180836426793,0.498368451444549,"2013T4"
"209","Brasil",3291.53435486478,3418.29326540936,233969893554.745,242980210814.049,0.0509574973169688,0.733413620317369,0.492119930699118,0.504848302130995,"2014T1"
"210","Brasil",3267.55879535862,3269.12691643766,234446115578.323,234558627676.425,0.0488984991666549,0.735154228612108,0.493070115295268,0.500865083362442,"2014T2"
"211","Brasil",3295.7340328425,3281.36875142155,237525675783.065,236490360692.914,0.0483463968870907,0.735681906283718,0.496146836092521,0.503579195526981,"2014T3"
"212","Brasil",3285.35273563473,3297.47266842347,238420201148.967,239299752614.495,0.0473409450293071,0.736669496352094,0.489605635171756,0.496887564371718,"2014T4"
"213","Brasil",3274.00753008098,3388.00980508627,235842400480.654,244054528873.908,0.0569364980504263,0.736167734253768,0.488479335454031,0.503144918777252,"2015T1"
"214","Brasil",3261.07296161327,3251.94205937979,236332497112.745,235670773517.128,0.0606735231138322,0.740561224050384,0.491945755566121,0.500343267915014,"2015T2"
"215","Brasil",3218.38564171808,3198.36327357361,234049222002.201,232593144263.688,0.0653782941330825,0.743188759087812,0.490990410195081,0.501610565657757,"2015T3"
"216","Brasil",3161.00872781684,3286.79452632591,231037500740.296,240231159796.159,0.0659006069605386,0.742267712784165,0.489445589933894,0.5042280572452,"2015T4"
"217","Brasil",3153.67717716311,3490.8731769642,228446592792.277,252872452805.964,0.0780127268836494,0.74148543485957,0.489010978835722,0.514216425897757,"2016T1"
"218","Brasil",3110.32626711219,3132.78029581317,225484061139.365,227111872868.949,0.0821159353308746,0.742870193876039,0.484168702707393,0.497240639229858,"2016T2"
"219","Brasil",3131.08337293319,3152.41808522313,226219254466.427,227760677077.593,0.0866437671650987,0.740950310156671,0.484883359047672,0.497766158230661,"2016T3"
"220","Brasil",3167.80536954725,3272.15176225432,229424008813.166,236981154826.676,0.0892141749621556,0.742731663069774,0.490161517114757,0.505898844072362,"2016T4"
"221","Brasil",3199.97900802905,3529.43115770102,228882138125.674,252446577841.629,0.102283651354568,0.74180715323073,0.48838274208174,0.519555260842026,"2017T1"
"222","Brasil",3166.21603117818,3174.30362568577,229463749582.129,230049878179.337,0.0968692756361664,0.744338506410998,0.487840531070105,0.505289898839692,"2017T2"
"223","Brasil",3175.83382067169,3204.08242331395,232725360932.924,234795420834.351,0.0918707729704792,0.745945976312806,0.489792931999546,0.507476891816623,"2017T3"
"224","Brasil",3213.91826661562,3323.25467176101,237623835199.57,245707717166.158,0.0875098059494368,0.746369566815535,0.49594102732226,0.512895183648652,"2017T4"
"225","Brasil",3227.97427789461,3551.14799499005,236112673052.772,259751464330.123,0.0969827526777078,0.74363272108702,0.493782422297954,0.524156588136975,"2018T1"
"226","Brasil",3232.46369728688,3247.84002834972,237423180087.833,238552565522.877,0.0929484423138416,0.742957663795607,0.496539516170742,0.513498156382411,"2018T2"
"227","Brasil",3220.94592161916,3249.39719298218,240078432367.37,242199094059.28,0.0881134787056643,0.747846505680073,0.499214061896055,0.51704343876554,"2018T3"
"228","Brasil",3255.47556761319,3360.64171413457,244238608241.881,252128587056.673,0.0861475891243094,0.748152844497712,0.499933643404802,0.517359135948936,"2018T4"
"229","Brasil",3269.88856306308,3611.19966677894,243190116704.904,268574311164.298,0.0947870947616887,0.746115794642242,0.497934417038778,0.530740949707251,"2019T1"
"230","Brasil",3232.75832561115,3244.62290915017,243857571413.466,244752555893.047,0.0895716689469077,0.750668345377356,0.499588989958283,0.515823412533791,"2019T2"
"231","Brasil",3251.36147565272,3275.67494165362,247198803558.341,249047339856.377,0.0876745908758062,0.751525626151641,0.502173464083171,0.519516080741596,"2019T3"
"232","Brasil",3266.81429615404,3399.60829298112,250550669624.606,260735400622.73,0.0822884391178404,0.751004441505166,0.500697337767633,0.517630172347708,"2019T4"
"233","Brasil",3295.37464185007,3629.51633361573,248276293634.933,273450809371.909,0.0911647142702314,0.742393451668128,0.498606897548598,0.529937925883132,"2020T1"
"234","Brasil",3399.7335539884,3155.80862533231,234342214670.575,217528571163.845,0.10521478068686,0.687595179400538,0.493149598187301,0.535579397361289,"2020T2"
"235","Brasil",3439.890635324,3279.69162306536,235476520168.69,224510152356.368,0.117429173992024,0.691793642649576,0.505023805519158,0.531790181310498,"2020T3"
"236","Brasil",3309.2652782211,3330.46048178834,236041420290.551,237553219899.451,0.110708712876399,0.713081242450669,0.49870373781232,0.518839122025383,"2020T4"
"237","Brasil",3278.72884662179,3487.18845094242,234006030769.185,248883993194.485,0.11768514150033,0.717195644920014,0.499975360937242,0.531151430541286,"2021T1"
"238","Brasil",3180.51706526859,3186.48504279157,231387350105.755,231821529352.776,0.112286063456221,0.724635211653622,0.49638876760946,0.518914242209576,"2021T2"
"239","Brasil",3077.1381141256,3098.60270970089,231572312056.882,233187646123.922,0.097297612923353,0.734898292581564,0.494730337057263,0.514591093171475,"2021T3"
"240","Brasil",2977.37082022257,3070.75311678642,229682129475.984,236885882728.506,0.0850984293293078,0.741316973405143,0.48793301742262,0.506206805293914,"2021T4"
"241","Brasil",3014.89634178152,3307.94856850321,231744540326.434,254270440348.962,0.0853755875660855,0.735962121733947,0.479597088138689,0.513298944897542,"2022T1"
"242","Brasil",3062.775294129,3102.85836813488,242265249192.446,245435816726.75,0.0701009250670194,0.741969302655846,0.487676133652712,0.506398441753845,"2022T2"
"243","Brasil",3168.62211940104,3189.27670003802,253187552506.178,254837948963.206,0.0660042688345963,0.744196794389912,0.491192505392974,0.51009837456877,"2022T3"
"244","Brasil",3228.41075238924,3362.16049998979,258771239507.294,269491866659.452,0.0611664711227989,0.73992007703274,0.490728471813782,0.50759275301607,"2022T4"
"245","Brasil",3246.04420081281,3553.74870732174,257174999438.476,281553566516.779,0.0681571750261565,0.73418925168583,0.489496095873619,0.51935523823704,"2023T1"
"246","Brasil",3244.3803406715,3273.10198375107,259508095923.935,261805452622.208,0.0625537562086971,0.735615403631693,0.487169572654238,0.503781266845181,"2023T2"
"247","Brasil",3292.68749871057,3335.3295394602,266303632408.179,269752404983.582,0.0594318339039237,0.739065474935501,0.489318631225615,0.505397420416557,"2023T3"
"248","Brasil",3319.57657684588,3437.53765069613,272036568525.846,281703381448.215,0.0577017658134752,0.74481137697926,0.491410222697596,0.505848929449712,"2023T4"
"249","Brasil",3370.85274735258,3691.39450274321,274446002572.252,300543672811.199,0.060894006255132,0.740846159715074,0.487821932132647,0.516906420529267,"2024T1"
"250","Brasil",3425.97183111892,3466.67362900949,282979852554.957,286341756660.875,0.0534727569068719,0.743462536989211,0.488603852580127,0.504906506110274,"2024T2"
"251","Invisivel",0,0,0,0,0,0,0,0,"2012T1"
"252","Invisivel",0,0,0,0,0,0,0,0,"2012T2"
"253","Invisivel",0,0,0,0,0,0,0,0,"2012T3"
"254","Invisivel",0,0,0,0,0,0,0,0,"2012T4"
"255","Invisivel",0,0,0,0,0,0,0,0,"2013T1"
"256","Invisivel",0,0,0,0,0,0,0,0,"2013T2"
"257","Invisivel",0,0,0,0,0,0,0,0,"2013T3"
"258","Invisivel",0,0,0,0,0,0,0,0,"2013T4"
"259","Invisivel",0,0,0,0,0,0,0,0,"2014T1"
"260","Invisivel",0,0,0,0,0,0,0,0,"2014T2"
"261","Invisivel",0,0,0,0,0,0,0,0,"2014T3"
"262","Invisivel",0,0,0,0,0,0,0,0,"2014T4"
"263","Invisivel",0,0,0,0,0,0,0,0,"2015T1"
"264","Invisivel",0,0,0,0,0,0,0,0,"2015T2"
"265","Invisivel",0,0,0,0,0,0,0,0,"2015T3"
"266","Invisivel",0,0,0,0,0,0,0,0,"2015T4"
"267","Invisivel",0,0,0,0,0,0,0,0,"2016T1"
"268","Invisivel",0,0,0,0,0,0,0,0,"2016T2"
"269","Invisivel",0,0,0,0,0,0,0,0,"2016T3"
"270","Invisivel",0,0,0,0,0,0,0,0,"2016T4"
"271","Invisivel",0,0,0,0,0,0,0,0,"2017T1"
"272","Invisivel",0,0,0,0,0,0,0,0,"2017T2"
"273","Invisivel",0,0,0,0,0,0,0,0,"2017T3"
"274","Invisivel",0,0,0,0,0,0,0,0,"2017T4"
"275","Invisivel",0,0,0,0,0,0,0,0,"2018T1"
"276","Invisivel",0,0,0,0,0,0,0,0,"2018T2"
"277","Invisivel",0,0,0,0,0,0,0,0,"2018T3"
"278","Invisivel",0,0,0,0,0,0,0,0,"2018T4"
"279","Invisivel",0,0,0,0,0,0,0,0,"2019T1"
"280","Invisivel",0,0,0,0,0,0,0,0,"2019T2"
"281","Invisivel",0,0,0,0,0,0,0,0,"2019T3"
"282","Invisivel",0,0,0,0,0,0,0,0,"2019T4"
"283","Invisivel",0,0,0,0,0,0,0,0,"2020T1"
"284","Invisivel",0,0,0,0,0,0,0,0,"2020T2"
"285","Invisivel",0,0,0,0,0,0,0,0,"2020T3"
"286","Invisivel",0,0,0,0,0,0,0,0,"2020T4"
"287","Invisivel",0,0,0,0,0,0,0,0,"2021T1"
"288","Invisivel",0,0,0,0,0,0,0,0,"2021T2"
"289","Invisivel",0,0,0,0,0,0,0,0,"2021T3"
"290","Invisivel",0,0,0,0,0,0,0,0,"2021T4"
"291","Invisivel",0,0,0,0,0,0,0,0,"2022T1"
"292","Invisivel",0,0,0,0,0,0,0,0,"2022T2"
"293","Invisivel",0,0,0,0,0,0,0,0,"2022T3"
"294","Invisivel",0,0,0,0,0,0,0,0,"2022T4"
"295","Invisivel",0,0,0,0,0,0,0,0,"2023T1"
"296","Invisivel",0,0,0,0,0,0,0,0,"2023T2"
"297","Invisivel",0,0,0,0,0,0,0,0,"2023T3"
"298","Invisivel",0,0,0,0,0,0,0,0,"2023T4"
"299","Invisivel",0,0,0,0,0,0,0,0,"2024T1"
"300","Invisivel",0,0,0,0,0,0,0,0,"2024T2"
